original_name_id,reason,gender,canonical_tt_cyrl,canonical_ru_cyrl,canonical_tt_latn,canonical_ru_latn,source_id,source_row,status,notes
ttn_000046,generated_patronymic,male,Абак улы,Абакович,Abak uly,Abakovich,zags_2025,ev_0000002,active,patronymic
ttn_000047,generated_patronymic,female,Абак кызы,Абаковна,Abak kyzy,Abakovna,zags_2025,ev_0000003,active,patronymic
ttn_000053,generated_patronymic,male,Аббас улы,Аббасович,Abbas uly,Abbasovich,zags_2025,ev_0000005,active,patronymic
ttn_000054,generated_patronymic,female,Аббас кызы,Аббасовна,Abbas kyzy,Abbasovna,zags_2025,ev_0000006,active,patronymic
ttn_000055,missing_tatar_canonical,male,,Аббяс,,Abbias,tatar_unified_bootstrap,,active,bootstrap
ttn_000056,missing_tatar_canonical,male,,Абдель,,Abdel,tatar_unified_bootstrap,,active,bootstrap
ttn_000060,generated_patronymic,male,Әбделфәрит улы,Абдельфаритович,Abdelfarit uly,Abdelfaritovich,zags_2025,ev_0000008,active,patronymic
ttn_000061,generated_patronymic,female,Әбделфәрит кызы,Абдельфаритовна,Abdelfarit kyzy,Abdelfaritovna,zags_2025,ev_0000009,active,patronymic
ttn_000064,generated_patronymic,male,Әбделхәй улы,Абдельхаевич,Abdelxay uly,Abdelkhaevich,zags_2025,ev_0000011,active,patronymic
ttn_000065,generated_patronymic,female,Әбделхәй кызы,Абдельхаевна,Abdelxay kyzy,Abdelkhaevna,zags_2025,ev_0000012,active,patronymic
ttn_000070,generated_patronymic,male,Әбделхәмит улы,Абдельхамитович,Abdelxamit uly,Abdelkhamitovich,zags_2025,ev_0000014,active,patronymic
ttn_000071,generated_patronymic,female,Әбделхәмит кызы,Абдельхамитовна,Abdelxamit kyzy,Abdelkhamitovna,zags_2025,ev_0000015,active,patronymic
ttn_000072,missing_tatar_canonical,male,,Абджалил,,Abdzhalil,tatar_unified_bootstrap,,active,bootstrap
ttn_000075,generated_patronymic,male,Әбҗәлил улы,Абджалилевич,Abcalil uly,Abdzhalilevich,zags_2025,ev_0000017,active,patronymic
ttn_000076,generated_patronymic,female,Әбҗәлил кызы,Абджалилевна,Abcalil kyzy,Abdzhalilevna,zags_2025,ev_0000018,active,patronymic
ttn_000081,generated_patronymic,male,Әбдрәзәк улы,Абдразакович,Abdrazak uly,Abdrazakovich,zags_2025,ev_0000020,active,patronymic
ttn_000082,generated_patronymic,female,Әбдрәзәк кызы,Абдразаковна,Abdrazak kyzy,Abdrazakovna,zags_2025,ev_0000021,active,patronymic
ttn_000086,generated_patronymic,male,Әбдрәхим улы,Абдрахимович,Abdraxim uly,Abdrakhimovich,zags_2025,ev_0000023,active,patronymic
ttn_000087,generated_patronymic,female,Әбдрәхим кызы,Абдрахимовна,Abdraxim kyzy,Abdrakhimovna,zags_2025,ev_0000024,active,patronymic
ttn_000093,generated_patronymic,male,Абдрахман улы,Абдрахманович,Abdraxman uly,Abdrakhmanovich,zags_2025,ev_0000026,active,patronymic
ttn_000094,generated_patronymic,female,Абдрахман кызы,Абдрахмановна,Abdraxman kyzy,Abdrakhmanovna,zags_2025,ev_0000027,active,patronymic
ttn_000098,generated_patronymic,male,Әбдрәшит улы,Абдрашитович,Abdrashit uly,Abdrashitovich,zags_2025,ev_0000029,active,patronymic
ttn_000099,generated_patronymic,female,Әбдрәшит кызы,Абдрашитовна,Abdrashit kyzy,Abdrashitovna,zags_2025,ev_0000030,active,patronymic
ttn_000100,missing_tatar_canonical,male,,Абдул,,Abdul,tatar_unified_bootstrap,,active,bootstrap
ttn_000106,generated_patronymic,male,Абдулла улы,Абдуллович,Abdulla uly,Abdullovich,zags_2025,ev_0000032,active,patronymic
ttn_000107,generated_patronymic,female,Абдулла кызы,Абдулловна,Abdulla kyzy,Abdullovna,zags_2025,ev_0000033,active,patronymic
ttn_000108,missing_tatar_canonical,male,,Абдулхак,,Abdulkhak,tatar_unified_bootstrap,,active,bootstrap
ttn_000109,missing_tatar_canonical,male,,Абдулхан,,Abdulkhan,tatar_unified_bootstrap,,active,bootstrap
ttn_000110,missing_tatar_canonical,male,,Абдурахман,,Abdurakhman,tatar_unified_bootstrap,,active,bootstrap
ttn_000111,missing_tatar_canonical,male,,Абдуррауф,,Abdurrauf,tatar_unified_bootstrap,,active,bootstrap
ttn_000115,generated_patronymic,male,Әбелгазый улы,Абельгазиевич,Abelgazyy uly,Abelgazievich,zags_2025,ev_0000035,active,patronymic
ttn_000116,generated_patronymic,female,Әбелгазый кызы,Абельгазиевна,Abelgazyy kyzy,Abelgazievna,zags_2025,ev_0000036,active,patronymic
ttn_000120,generated_patronymic,male,Әбелгазиз улы,Абельгазизович,Abelgaziz uly,Abelgazizovich,zags_2025,ev_0000038,active,patronymic
ttn_000121,generated_patronymic,female,Әбелгазиз кызы,Абельгазизовна,Abelgaziz kyzy,Abelgazizovna,zags_2025,ev_0000039,active,patronymic
ttn_000125,generated_patronymic,male,Әбелгалим улы,Абельгалимович,Abelgalim uly,Abelgalimovich,zags_2025,ev_0000041,active,patronymic
ttn_000126,generated_patronymic,female,Әбелгалим кызы,Абельгалимовна,Abelgalim kyzy,Abelgalimovna,zags_2025,ev_0000042,active,patronymic
ttn_000129,generated_patronymic,male,Әбелгәрәй улы,Абельгараевич,Abelgaray uly,Abelgaraevich,zags_2025,ev_0000044,active,patronymic
ttn_000130,generated_patronymic,female,Әбелгәрәй кызы,Абельгараевна,Abelgaray kyzy,Abelgaraevna,zags_2025,ev_0000045,active,patronymic
ttn_000135,generated_patronymic,male,Әбелгасыйм улы,Абельгасимович,Abelgasyym uly,Abelgasimovich,zags_2025,ev_0000047,active,patronymic
ttn_000136,generated_patronymic,female,Әбелгасыйм кызы,Абельгасимовна,Abelgasyym kyzy,Abelgasimovna,zags_2025,ev_0000048,active,patronymic
ttn_000140,generated_patronymic,male,Әбелгата улы,Абельгатович,Abelgata uly,Abelgatovich,zags_2025,ev_0000050,active,patronymic
ttn_000141,generated_patronymic,female,Әбелгата кызы,Абельгатовна,Abelgata kyzy,Abelgatovna,zags_2025,ev_0000051,active,patronymic
ttn_000145,generated_patronymic,male,Әбелгаффар улы,Абельгаффарович,Abelgaffar uly,Abelgaffarovich,zags_2025,ev_0000053,active,patronymic
ttn_000146,generated_patronymic,female,Әбелгаффар кызы,Абельгаффаровна,Abelgaffar kyzy,Abelgaffarovna,zags_2025,ev_0000054,active,patronymic
ttn_000150,generated_patronymic,male,Әбелгаяз улы,Абельгаязович,Abelgayaz uly,Abelgaiazovich,zags_2025,ev_0000056,active,patronymic
ttn_000151,generated_patronymic,female,Әбелгаяз кызы,Абельгаязовна,Abelgayaz kyzy,Abelgaiazovna,zags_2025,ev_0000057,active,patronymic
ttn_000155,generated_patronymic,male,Әбелгаян улы,Абельгаянович,Abelgayan uly,Abelgaianovich,zags_2025,ev_0000059,active,patronymic
ttn_000156,generated_patronymic,female,Әбелгаян кызы,Абельгаяновна,Abelgayan kyzy,Abelgaianovna,zags_2025,ev_0000060,active,patronymic
ttn_000160,generated_patronymic,male,Әбелкәбир улы,Абелькабирович,Abelkabir uly,Abelkabirovich,zags_2025,ev_0000062,active,patronymic
ttn_000161,generated_patronymic,female,Әбелкәбир кызы,Абелькабировна,Abelkabir kyzy,Abelkabirovna,zags_2025,ev_0000063,active,patronymic
ttn_000165,generated_patronymic,male,Әбелкадыйр улы,Абелькадырович,Abelkadyyr uly,Abelkadyrovich,zags_2025,ev_0000065,active,patronymic
ttn_000166,generated_patronymic,female,Әбелкадыйр кызы,Абелькадыровна,Abelkadyyr kyzy,Abelkadyrovna,zags_2025,ev_0000066,active,patronymic
ttn_000170,generated_patronymic,male,Әбелкәрам улы,Абелькарамович,Abelkaram uly,Abelkaramovich,zags_2025,ev_0000068,active,patronymic
ttn_000171,generated_patronymic,female,Әбелкәрам кызы,Абелькарамовна,Abelkaram kyzy,Abelkaramovna,zags_2025,ev_0000069,active,patronymic
ttn_000175,generated_patronymic,male,Әбелкәрим улы,Абелькаримович,Abelkarim uly,Abelkarimovich,zags_2025,ev_0000071,active,patronymic
ttn_000176,generated_patronymic,female,Әбелкәрим кызы,Абелькаримовна,Abelkarim kyzy,Abelkarimovna,zags_2025,ev_0000072,active,patronymic
ttn_000180,generated_patronymic,male,Әбелкасыйм улы,Абелькасимович,Abelkasyym uly,Abelkasimovich,zags_2025,ev_0000074,active,patronymic
ttn_000181,generated_patronymic,female,Әбелкасыйм кызы,Абелькасимовна,Abelkasyym kyzy,Abelkasimovna,zags_2025,ev_0000075,active,patronymic
ttn_000185,generated_patronymic,male,Әбелкаюм улы,Абелькаюмович,Abelkayum uly,Abelkaiumovich,zags_2025,ev_0000077,active,patronymic
ttn_000186,generated_patronymic,female,Әбелкаюм кызы,Абелькаюмовна,Abelkayum kyzy,Abelkaiumovna,zags_2025,ev_0000078,active,patronymic
ttn_000190,generated_patronymic,male,Әбелмәних улы,Абельманихович,Abelmanix uly,Abelmanikhovich,zags_2025,ev_0000080,active,patronymic
ttn_000191,generated_patronymic,female,Әбелмәних кызы,Абельманиховна,Abelmanix kyzy,Abelmanikhovna,zags_2025,ev_0000081,active,patronymic
ttn_000195,generated_patronymic,male,Әбелмоталлап улы,Абельмуталлапович,Abelmotallap uly,Abelmutallapovich,zags_2025,ev_0000083,active,patronymic
ttn_000196,generated_patronymic,female,Әбелмоталлап кызы,Абельмуталлаповна,Abelmotallap kyzy,Abelmutallapovna,zags_2025,ev_0000084,active,patronymic
ttn_000200,generated_patronymic,male,Әбелфәез улы,Абельфаизович,Abelfaez uly,Abelfaizovich,zags_2025,ev_0000086,active,patronymic
ttn_000201,generated_patronymic,female,Әбелфәез кызы,Абельфаизовна,Abelfaez kyzy,Abelfaizovna,zags_2025,ev_0000087,active,patronymic
ttn_000205,generated_patronymic,male,Әбелхәер улы,Абельхаирович,Abelxaer uly,Abelkhairovich,zags_2025,ev_0000089,active,patronymic
ttn_000206,generated_patronymic,female,Әбелхәер кызы,Абельхаировна,Abelxaer kyzy,Abelkhairovna,zags_2025,ev_0000090,active,patronymic
ttn_000210,generated_patronymic,male,Әбелхәким улы,Абельхакимович,Abelxakim uly,Abelkhakimovich,zags_2025,ev_0000092,active,patronymic
ttn_000211,generated_patronymic,female,Әбелхәким кызы,Абельхакимовна,Abelxakim kyzy,Abelkhakimovna,zags_2025,ev_0000093,active,patronymic
ttn_000214,generated_patronymic,male,Әбелхәлил улы,Абельхалилевич,Abelxalil uly,Abelkhalilevich,zags_2025,ev_0000095,active,patronymic
ttn_000215,generated_patronymic,female,Әбелхәлил кызы,Абельхалилевна,Abelxalil kyzy,Abelkhalilevna,zags_2025,ev_0000096,active,patronymic
ttn_000221,generated_patronymic,male,Әбелхәниф улы,Абельханифович,Abelxanif uly,Abelkhanifovich,zags_2025,ev_0000101,active,patronymic
ttn_000222,generated_patronymic,female,Әбелхәниф кызы,Абельханифовна,Abelxanif kyzy,Abelkhanifovna,zags_2025,ev_0000102,active,patronymic
ttn_000225,generated_patronymic,male,Әбелхан улы,Абельханович,Abelxan uly,Abelkhanovich,zags_2025,ev_0000098,active,patronymic
ttn_000226,generated_patronymic,female,Әбелхан кызы,Абельхановна,Abelxan kyzy,Abelkhanovna,zags_2025,ev_0000099,active,patronymic
ttn_000230,generated_patronymic,male,Әбелхарис улы,Абельхарисович,Abelxaris uly,Abelkharisovich,zags_2025,ev_0000104,active,patronymic
ttn_000231,generated_patronymic,female,Әбелхарис кызы,Абельхарисовна,Abelxaris kyzy,Abelkharisovna,zags_2025,ev_0000105,active,patronymic
ttn_000235,generated_patronymic,male,Әбелхәсән улы,Абельхасанович,Abelxasan uly,Abelkhasanovich,zags_2025,ev_0000107,active,patronymic
ttn_000236,generated_patronymic,female,Әбелхәсән кызы,Абельхасановна,Abelxasan kyzy,Abelkhasanovna,zags_2025,ev_0000108,active,patronymic
ttn_000240,generated_patronymic,male,Әбессәлам улы,Абессалямович,Abessalam uly,Abessaliamovich,zags_2025,ev_0000110,active,patronymic
ttn_000241,generated_patronymic,female,Әбессәлам кызы,Абессалямовна,Abessalam kyzy,Abessaliamovna,zags_2025,ev_0000111,active,patronymic
ttn_000242,missing_tatar_canonical,male,,Абзалтдин,,Abzaltdin,tatar_unified_bootstrap,,active,bootstrap
ttn_000243,missing_tatar_canonical,male,,Абид,,Abid,tatar_unified_bootstrap,,active,bootstrap
ttn_000247,generated_patronymic,male,Әбләз улы,Аблязович,Ablaz uly,Abliazovich,zags_2025,ev_0000113,active,patronymic
ttn_000248,generated_patronymic,female,Әбләз кызы,Аблязовна,Ablaz kyzy,Abliazovna,zags_2025,ev_0000114,active,patronymic
ttn_000253,generated_patronymic,male,Әбраретдин улы,Абраретдинович,Abraretdin uly,Abraretdinovich,zags_2025,ev_0000119,active,patronymic
ttn_000254,generated_patronymic,female,Әбраретдин кызы,Абраретдиновна,Abraretdin kyzy,Abraretdinovna,zags_2025,ev_0000120,active,patronymic
ttn_000257,generated_patronymic,male,Әбрар улы,Абрарович,Abrar uly,Abrarovich,zags_2025,ev_0000116,active,patronymic
ttn_000258,generated_patronymic,female,Әбрар кызы,Абраровна,Abrar kyzy,Abrarovna,zags_2025,ev_0000117,active,patronymic
ttn_000259,missing_tatar_canonical,male,,Абрек,,Abrek,tatar_unified_bootstrap,,active,bootstrap
ttn_000261,missing_tatar_canonical,male,,Абсалем,,Absalem,tatar_unified_bootstrap,,active,bootstrap
ttn_000262,missing_tatar_canonical,male,,Абсалим,,Absalim,tatar_unified_bootstrap,,active,bootstrap
ttn_000263,missing_tatar_canonical,male,,Абсалям,,Absaliam,tatar_unified_bootstrap,,active,bootstrap
ttn_000267,generated_patronymic,male,Әбүбәкер улы,Абубакерович,Abubaker uly,Abubakerovich,zags_2025,ev_0000122,active,patronymic
ttn_000268,generated_patronymic,female,Әбүбәкер кызы,Абубакеровна,Abubaker kyzy,Abubakerovna,zags_2025,ev_0000123,active,patronymic
ttn_000272,generated_patronymic,male,Әбугали улы,Абугалиевич,Abugali uly,Abugalievich,zags_2025,ev_0000125,active,patronymic
ttn_000273,generated_patronymic,female,Әбугали кызы,Абугалиевна,Abugali kyzy,Abugalievna,zags_2025,ev_0000126,active,patronymic
ttn_000277,generated_patronymic,male,Әбугалим улы,Абугалимович,Abugalim uly,Abugalimovich,zags_2025,ev_0000128,active,patronymic
ttn_000278,generated_patronymic,female,Әбугалим кызы,Абугалимовна,Abugalim kyzy,Abugalimovna,zags_2025,ev_0000129,active,patronymic
ttn_000282,generated_patronymic,male,Әбүзәр улы,Абузарович,Abuzar uly,Abuzarovich,zags_2025,ev_0000131,active,patronymic
ttn_000283,generated_patronymic,female,Әбүзәр кызы,Абузаровна,Abuzar kyzy,Abuzarovna,zags_2025,ev_0000132,active,patronymic
ttn_000287,generated_patronymic,male,Әбүкәлим улы,Абукалимович,Abukalim uly,Abukalimovich,zags_2025,ev_0000134,active,patronymic
ttn_000288,generated_patronymic,female,Әбүкәлим кызы,Абукалимовна,Abukalim kyzy,Abukalimovna,zags_2025,ev_0000135,active,patronymic
ttn_000292,generated_patronymic,male,Әбүкәрим улы,Абукаримович,Abukarim uly,Abukarimovich,zags_2025,ev_0000137,active,patronymic
ttn_000293,generated_patronymic,female,Әбүкәрим кызы,Абукаримовна,Abukarim kyzy,Abukarimovna,zags_2025,ev_0000138,active,patronymic
ttn_000297,generated_patronymic,male,Әбүлмәмбәт улы,Абульмамбетович,Abulmambat uly,Abulmambetovich,zags_2025,ev_0000140,active,patronymic
ttn_000298,generated_patronymic,female,Әбүлмәмбәт кызы,Абульмамбетовна,Abulmambat kyzy,Abulmambetovna,zags_2025,ev_0000141,active,patronymic
ttn_000302,generated_patronymic,male,Әбүлхан улы,Абульханович,Abulxan uly,Abulkhanovich,zags_2025,ev_0000143,active,patronymic
ttn_000303,generated_patronymic,female,Әбүлхан кызы,Абульхановна,Abulxan kyzy,Abulkhanovna,zags_2025,ev_0000144,active,patronymic
ttn_000307,generated_patronymic,male,Әбүнәгыйм улы,Абунагимович,Abunagyym uly,Abunagimovich,zags_2025,ev_0000146,active,patronymic
ttn_000308,generated_patronymic,female,Әбүнәгыйм кызы,Абунагимовна,Abunagyym kyzy,Abunagimovna,zags_2025,ev_0000147,active,patronymic
ttn_000312,generated_patronymic,male,Әбусабир улы,Абусабирович,Abusabir uly,Abusabirovich,zags_2025,ev_0000149,active,patronymic
ttn_000313,generated_patronymic,female,Әбусабир кызы,Абусабировна,Abusabir kyzy,Abusabirovna,zags_2025,ev_0000150,active,patronymic
ttn_000317,generated_patronymic,male,Әбүсәгыйть улы,Абусагитович,Abusagyyt uly,Abusagitovich,zags_2025,ev_0000152,active,patronymic
ttn_000318,generated_patronymic,female,Әбүсәгыйть кызы,Абусагитовна,Abusagyyt kyzy,Abusagitovna,zags_2025,ev_0000153,active,patronymic
ttn_000322,generated_patronymic,male,Әбусадыйк улы,Абусадыкович,Abusadyyk uly,Abusadykovich,zags_2025,ev_0000155,active,patronymic
ttn_000327,generated_patronymic,male,Әбүсәет улы,Абусаитович,Abusaet uly,Abusaitovich,zags_2025,ev_0000158,active,patronymic
ttn_000328,generated_patronymic,female,Әбүсәет кызы,Абусаитовна,Abusaet kyzy,Abusaitovna,zags_2025,ev_0000159,active,patronymic
ttn_000332,generated_patronymic,male,Әбүсәлим улы,Абусалимович,Abusalim uly,Abusalimovich,zags_2025,ev_0000161,active,patronymic
ttn_000333,generated_patronymic,female,Әбүсәлим кызы,Абусалимовна,Abusalim kyzy,Abusalimovna,zags_2025,ev_0000162,active,patronymic
ttn_000337,generated_patronymic,male,Әбусалих улы,Абусалихович,Abusalix uly,Abusalikhovich,zags_2025,ev_0000164,active,patronymic
ttn_000338,generated_patronymic,female,Әбусалих кызы,Абусалиховна,Abusalix kyzy,Abusalikhovna,zags_2025,ev_0000165,active,patronymic
ttn_000342,generated_patronymic,male,Әбүсәхип улы,Абусахипович,Abusaxip uly,Abusakhipovich,zags_2025,ev_0000167,active,patronymic
ttn_000343,generated_patronymic,female,Әбүсәхип кызы,Абусахиповна,Abusaxip kyzy,Abusakhipovna,zags_2025,ev_0000168,active,patronymic
ttn_000347,generated_patronymic,male,Әбуситдыйк улы,Абуситдикович,Abusitdyyk uly,Abusitdikovich,zags_2025,ev_0000170,active,patronymic
ttn_000348,generated_patronymic,female,Әбуситдыйк кызы,Абуситдиковна,Abusitdyyk kyzy,Abusitdikovna,zags_2025,ev_0000171,active,patronymic
ttn_000352,generated_patronymic,male,Әбуталип улы,Абуталипович,Abutalip uly,Abutalipovich,zags_2025,ev_0000176,active,patronymic
ttn_000353,generated_patronymic,female,Әбуталип кызы,Абуталиповна,Abutalip kyzy,Abutalipovna,zags_2025,ev_0000177,active,patronymic
ttn_000357,generated_patronymic,male,Әбутаһир улы,Абутахирович,Abutahir uly,Abutakhirovich,zags_2025,ev_0000173,active,patronymic
ttn_000358,generated_patronymic,female,Әбутаһир кызы,Абутахировна,Abutahir kyzy,Abutakhirovna,zags_2025,ev_0000174,active,patronymic
ttn_000361,generated_patronymic,male,Әбүхәлил улы,Абухалилевич,Abuxalil uly,Abukhalilevich,zags_2025,ev_0000179,active,patronymic
ttn_000362,generated_patronymic,female,Әбүхәлил кызы,Абухалилевна,Abuxalil kyzy,Abukhalilevna,zags_2025,ev_0000180,active,patronymic
ttn_000367,generated_patronymic,male,Әбухалит улы,Абухалитович,Abuxalit uly,Abukhalitovich,zags_2025,ev_0000182,active,patronymic
ttn_000368,generated_patronymic,female,Әбухалит кызы,Абухалитовна,Abuxalit kyzy,Abukhalitovna,zags_2025,ev_0000183,active,patronymic
ttn_000372,generated_patronymic,male,Әбүхәмит улы,Абухамитович,Abuxamit uly,Abukhamitovich,zags_2025,ev_0000185,active,patronymic
ttn_000373,generated_patronymic,female,Әбүхәмит кызы,Абухамитовна,Abuxamit kyzy,Abukhamitovna,zags_2025,ev_0000186,active,patronymic
ttn_000377,generated_patronymic,male,Әбухан улы,Абуханович,Abuxan uly,Abukhanovich,zags_2025,ev_0000188,active,patronymic
ttn_000378,generated_patronymic,female,Әбухан кызы,Абухановна,Abuxan kyzy,Abukhanovna,zags_2025,ev_0000189,active,patronymic
ttn_000384,generated_patronymic,male,Абызбай улы,Абызбаевич,Abyzbay uly,Abyzbaevich,zags_2025,ev_0000194,active,patronymic
ttn_000385,generated_patronymic,female,Абызбай кызы,Абызбаевна,Abyzbay kyzy,Abyzbaevna,zags_2025,ev_0000195,active,patronymic
ttn_000392,generated_patronymic,male,Абызбакый улы,Абызбакиевич,Abyzbakyy uly,Abyzbakievich,zags_2025,ev_0000197,active,patronymic
ttn_000393,generated_patronymic,female,Абызбакый кызы,Абызбакиевна,Abyzbakyy kyzy,Abyzbakievna,zags_2025,ev_0000198,active,patronymic
ttn_000401,generated_patronymic,male,Абызгәрәй улы,Абызгараевич,Abyzgaray uly,Abyzgaraevich,zags_2025,ev_0000200,active,patronymic
ttn_000402,generated_patronymic,female,Абызгәрәй кызы,Абызгараевна,Abyzgaray kyzy,Abyzgaraevna,zags_2025,ev_0000201,active,patronymic
ttn_000410,generated_patronymic,male,Абызгилде улы,Абызгильдеевич,Abyzgilde uly,Abyzgildeevich,zags_2025,ev_0000203,active,patronymic
ttn_000411,generated_patronymic,female,Абызгилде кызы,Абызгильдеевна,Abyzgilde kyzy,Abyzgildeevna,zags_2025,ev_0000204,active,patronymic
ttn_000421,generated_patronymic,male,Абыз улы,Абызович,Abyz uly,Abyzovich,zags_2025,ev_0000191,active,patronymic
ttn_000422,generated_patronymic,female,Абыз кызы,Абызовна,Abyz kyzy,Abyzovna,zags_2025,ev_0000192,active,patronymic
ttn_000428,generated_patronymic,male,Аваз улы,Авазович,Avaz uly,Avazovich,zags_2025,ev_0000206,active,patronymic
ttn_000429,generated_patronymic,female,Аваз кызы,Авазовна,Avaz kyzy,Avazovna,zags_2025,ev_0000207,active,patronymic
ttn_000435,generated_patronymic,male,Аван улы,Аванович,Avan uly,Avanovich,zags_2025,ev_0000209,active,patronymic
ttn_000436,generated_patronymic,female,Аван кызы,Авановна,Avan kyzy,Avanovna,zags_2025,ev_0000210,active,patronymic
ttn_000439,generated_patronymic,male,Агабай улы,Агабаевич,Agabay uly,Agabaevich,zags_2025,ev_0000212,active,patronymic
ttn_000440,generated_patronymic,female,Агабай кызы,Агабаевна,Agabay kyzy,Agabaevna,zags_2025,ev_0000213,active,patronymic
ttn_000447,generated_patronymic,male,Агабәк улы,Агабекович,Agabak uly,Agabekovich,zags_2025,ev_0000215,active,patronymic
ttn_000448,generated_patronymic,female,Агабәк кызы,Агабековна,Agabak kyzy,Agabekovna,zags_2025,ev_0000216,active,patronymic
ttn_000459,generated_patronymic,male,Агап улы,Агапович,Agap uly,Agapovich,zags_2025,ev_0000218,active,patronymic
ttn_000460,generated_patronymic,female,Агап кызы,Агаповна,Agap kyzy,Agapovna,zags_2025,ev_0000219,active,patronymic
ttn_000466,generated_patronymic,male,Агат улы,Агатович,Agat uly,Agatovich,zags_2025,ev_0000221,active,patronymic
ttn_000467,generated_patronymic,female,Агат кызы,Агатовна,Agat kyzy,Agatovna,zags_2025,ev_0000222,active,patronymic
ttn_000473,generated_patronymic,male,Агахан улы,Агаханович,Agaxan uly,Agakhanovich,zags_2025,ev_0000224,active,patronymic
ttn_000474,generated_patronymic,female,Агахан кызы,Агахановна,Agaxan kyzy,Agakhanovna,zags_2025,ev_0000225,active,patronymic
ttn_000479,generated_patronymic,male,Әгъдәс улы,Агдасович,Agdas uly,Agdasovich,zags_2025,ev_0000227,active,patronymic
ttn_000480,generated_patronymic,female,Әгъдәс кызы,Агдасовна,Agdas kyzy,Agdasovna,zags_2025,ev_0000228,active,patronymic
ttn_000485,generated_patronymic,male,Әгъзаметдин улы,Агзаметдинович,Agzametdin uly,Agzametdinovich,zags_2025,ev_0000233,active,patronymic
ttn_000486,generated_patronymic,female,Әгъзаметдин кызы,Агзаметдиновна,Agzametdin kyzy,Agzametdinovna,zags_2025,ev_0000234,active,patronymic
ttn_000490,generated_patronymic,male,Әгъзамҗан улы,Агзамзянович,Agzamcan uly,Agzamzianovich,zags_2025,ev_0000236,active,patronymic
ttn_000491,generated_patronymic,female,Әгъзамҗан кызы,Агзамзяновна,Agzamcan kyzy,Agzamzianovna,zags_2025,ev_0000237,active,patronymic
ttn_000494,generated_patronymic,male,Әгъзам улы,Агзамович,Agzam uly,Agzamovich,zags_2025,ev_0000230,active,patronymic
ttn_000495,generated_patronymic,female,Әгъзам кызы,Агзамовна,Agzam kyzy,Agzamovna,zags_2025,ev_0000231,active,patronymic
ttn_000499,generated_patronymic,male,Әгъзамулла улы,Агзамуллович,Agzamulla uly,Agzamullovich,zags_2025,ev_0000239,active,patronymic
ttn_000500,generated_patronymic,female,Әгъзамулла кызы,Агзамулловна,Agzamulla kyzy,Agzamullovna,zags_2025,ev_0000240,active,patronymic
ttn_000502,missing_tatar_canonical,male,,Агиль,,Agil,tatar_unified_bootstrap,,active,bootstrap
ttn_000503,missing_tatar_canonical,female,,Агиля,,Agilia,tatar_unified_bootstrap,,active,bootstrap
ttn_000509,generated_patronymic,male,Агиш улы,Агишевич,Agish uly,Agishevich,zags_2025,ev_0000242,active,patronymic
ttn_000510,generated_patronymic,female,Агиш кызы,Агишевна,Agish kyzy,Agishevna,zags_2025,ev_0000243,active,patronymic
ttn_000514,generated_patronymic,male,Әгълимулла улы,Аглимуллович,Aglimulla uly,Aglimullovich,zags_2025,ev_0000245,active,patronymic
ttn_000515,generated_patronymic,female,Әгълимулла кызы,Аглимулловна,Aglimulla kyzy,Aglimullovna,zags_2025,ev_0000246,active,patronymic
ttn_000519,generated_patronymic,male,Әгълиулла улы,Аглиуллович,Agliulla uly,Agliullovich,zags_2025,ev_0000248,active,patronymic
ttn_000520,generated_patronymic,female,Әгълиулла кызы,Аглиулловна,Agliulla kyzy,Agliullovna,zags_2025,ev_0000249,active,patronymic
ttn_000521,missing_tatar_canonical,male,,Аглия,,Agliia,tatar_unified_bootstrap,,active,bootstrap
ttn_000526,generated_patronymic,male,Әгъләметдин улы,Агляметдинович,Aglametdin uly,Agliametdinovich,zags_2025,ev_0000254,active,patronymic
ttn_000527,generated_patronymic,female,Әгъләметдин кызы,Агляметдиновна,Aglametdin kyzy,Agliametdinovna,zags_2025,ev_0000255,active,patronymic
ttn_000531,generated_patronymic,male,Әгъләмҗан улы,Аглямзянович,Aglamcan uly,Agliamzianovich,zags_2025,ev_0000257,active,patronymic
ttn_000532,generated_patronymic,female,Әгъләмҗан кызы,Аглямзяновна,Aglamcan kyzy,Agliamzianovna,zags_2025,ev_0000258,active,patronymic
ttn_000535,generated_patronymic,male,Әгъләм улы,Аглямович,Aglam uly,Agliamovich,zags_2025,ev_0000251,active,patronymic
ttn_000536,generated_patronymic,female,Әгъләм кызы,Аглямовна,Aglam kyzy,Agliamovna,zags_2025,ev_0000252,active,patronymic
ttn_000540,generated_patronymic,male,Әгъләмхан улы,Аглямханович,Aglamxan uly,Agliamkhanovich,zags_2025,ev_0000260,active,patronymic
ttn_000541,generated_patronymic,female,Әгъләмхан кызы,Аглямхановна,Aglamxan kyzy,Agliamkhanovna,zags_2025,ev_0000261,active,patronymic
ttn_000545,generated_patronymic,male,Әгъләнур улы,Аглянурович,Aglanur uly,Aglianurovich,zags_2025,ev_0000263,active,patronymic
ttn_000546,generated_patronymic,female,Әгъләнур кызы,Аглянуровна,Aglanur kyzy,Aglianurovna,zags_2025,ev_0000264,active,patronymic
ttn_000549,generated_patronymic,male,Әгъмәл улы,Агмалевич,Agmal uly,Agmalevich,zags_2025,ev_0000266,active,patronymic
ttn_000550,generated_patronymic,female,Әгъмәл кызы,Агмалевна,Agmal kyzy,Agmalevna,zags_2025,ev_0000267,active,patronymic
