entity_id,entity_type,gender,canonical_tt_cyrl,canonical_ru_cyrl,canonical_tt_latn,canonical_ru_latn,source_id,source_row,status,notes,is_lexical_exception
ttn_000041,given,male,Абак,Абак,Abak,Abak,zags_2025,ev_0000001,active,given,false
ttn_000044,surname,male,Абаков,Абаков,Abakov,Abakov,zags_2025,ev_0011367,active,surname,false
ttn_000045,surname,female,Абакова,Абакова,Abakova,Abakova,zags_2025,ev_0011368,active,surname,false
ttn_000048,given,male,Аббас,Аббас,Abbas,Abbas,zags_2025,ev_0000004,active,given,false
ttn_000051,surname,male,Аббасов,Аббасов,Abbasov,Abbasov,zags_2025,ev_0011369,active,surname,false
ttn_000052,surname,female,Аббасова,Аббасова,Abbasova,Abbasova,zags_2025,ev_0011370,active,surname,false
ttn_000057,given,male,Әбделфәрит,Абдельфарит,Abdelfarit,Abdelfarit,zags_2025,ev_0000007,active,given,false
ttn_000058,surname,male,Әбделфәритов,Абдельфаритов,Abdelfaritov,Abdelfaritov,zags_2025,ev_0011371,active,surname,false
ttn_000059,surname,female,Әбделфәритова,Абдельфаритова,Abdelfaritova,Abdelfaritova,zags_2025,ev_0011372,active,surname,false
ttn_000062,surname,male,Әбделхәев,Абдельхаев,Abdelxaev,Abdelkhaev,zags_2025,ev_0011373,active,surname,false
ttn_000063,surname,female,Әбделхәева,Абдельхаева,Abdelxaeva,Abdelkhaeva,zags_2025,ev_0011374,active,surname,false
ttn_000066,given,male,Әбделхәй,Абдельхай,Abdelxay,Abdelkhai,zags_2025,ev_0000010,active,given,false
ttn_000067,given,male,Әбделхәмит,Абдельхамит,Abdelxamit,Abdelkhamit,zags_2025,ev_0000013,active,given,false
ttn_000068,surname,male,Әбделхәмитов,Абдельхамитов,Abdelxamitov,Abdelkhamitov,zags_2025,ev_0011375,active,surname,false
ttn_000069,surname,female,Әбделхәмитова,Абдельхамитова,Abdelxamitova,Abdelkhamitova,zags_2025,ev_0011376,active,surname,false
ttn_000073,surname,male,Әбҗәлилев,Абджалилев,Abcalilev,Abdzhalilev,zags_2025,ev_0011377,active,surname,false
ttn_000074,surname,female,Әбҗәлилева,Абджалилева,Abcalileva,Abdzhalileva,zags_2025,ev_0011378,active,surname,false
ttn_000077,given,male,Әбҗәлил,Абджалиль,Abcalil,Abdzhalil,zags_2025,ev_0000016,active,given,false
ttn_000078,given,male,Әбдрәзәк,Абдразак,Abdrazak,Abdrazak,zags_2025,ev_0000019,active,given,false
ttn_000079,surname,male,Әбдрәзәков,Абдразаков,Abdrazakov,Abdrazakov,zags_2025,ev_0011379,active,surname,false
ttn_000080,surname,female,Әбдрәзәкова,Абдразакова,Abdrazakova,Abdrazakova,zags_2025,ev_0011380,active,surname,false
ttn_000083,given,male,Әбдрәхим,Абдрахим,Abdraxim,Abdrakhim,zags_2025,ev_0000022,active,given,false
ttn_000084,surname,male,Әбдрәхимов,Абдрахимов,Abdraximov,Abdrakhimov,zags_2025,ev_0011381,active,surname,false
ttn_000085,surname,female,Әбдрәхимова,Абдрахимова,Abdraximova,Abdrakhimova,zags_2025,ev_0011382,active,surname,false
ttn_000088,given,male,Абдрахман,Абдрахман,Abdraxman,Abdrakhman,zags_2025,ev_0000025,active,given,false
ttn_000091,surname,male,Абдрахманов,Абдрахманов,Abdraxmanov,Abdrakhmanov,zags_2025,ev_0011383,active,surname,false
ttn_000092,surname,female,Абдрахманова,Абдрахманова,Abdraxmanova,Abdrakhmanova,zags_2025,ev_0011384,active,surname,false
ttn_000095,given,male,Әбдрәшит,Абдрашит,Abdrashit,Abdrashit,zags_2025,ev_0000028,active,given,false
ttn_000096,surname,male,Әбдрәшитов,Абдрашитов,Abdrashitov,Abdrashitov,zags_2025,ev_0011385,active,surname,false
ttn_000097,surname,female,Әбдрәшитова,Абдрашитова,Abdrashitova,Abdrashitova,zags_2025,ev_0011386,active,surname,false
ttn_000101,given,male,Абдулла,Абдулла,Abdulla,Abdulla,zags_2025,ev_0000031,active,given,false
ttn_000104,surname,male,Абдуллин,Абдуллин,Abdullin,Abdullin,zags_2025,ev_0011387,active,surname,false
ttn_000105,surname,female,Абдуллина,Абдуллина,Abdullina,Abdullina,zags_2025,ev_0011388,active,surname,false
ttn_000112,given,male,Әбелгазый,Абельгази,Abelgazyy,Abelgazi,zags_2025,ev_0000034,active,given,false
ttn_000113,surname,male,Әбелгазыев,Абельгазиев,Abelgazyev,Abelgaziev,zags_2025,ev_0011389,active,surname,false
ttn_000114,surname,female,Әбелгазыева,Абельгазиева,Abelgazyeva,Abelgazieva,zags_2025,ev_0011390,active,surname,false
ttn_000117,given,male,Әбелгазиз,Абельгазиз,Abelgaziz,Abelgaziz,zags_2025,ev_0000037,active,given,false
ttn_000118,surname,male,Әбелгазизов,Абельгазизов,Abelgazizov,Abelgazizov,zags_2025,ev_0011391,active,surname,false
ttn_000119,surname,female,Әбелгазизова,Абельгазизова,Abelgazizova,Abelgazizova,zags_2025,ev_0011392,active,surname,false
ttn_000122,given,male,Әбелгалим,Абельгалим,Abelgalim,Abelgalim,zags_2025,ev_0000040,active,given,false
ttn_000123,surname,male,Әбелгалимов,Абельгалимов,Abelgalimov,Abelgalimov,zags_2025,ev_0011393,active,surname,false
ttn_000124,surname,female,Әбелгалимова,Абельгалимова,Abelgalimova,Abelgalimova,zags_2025,ev_0011394,active,surname,false
ttn_000127,surname,male,Әбелгәрәев,Абельгараев,Abelgaraev,Abelgaraev,zags_2025,ev_0011395,active,surname,false
ttn_000128,surname,female,Әбелгәрәева,Абельгараева,Abelgaraeva,Abelgaraeva,zags_2025,ev_0011396,active,surname,false
ttn_000131,given,male,Әбелгәрәй,Абельгарай,Abelgaray,Abelgarai,zags_2025,ev_0000043,active,given,false
ttn_000132,given,male,Әбелгасыйм,Абельгасим,Abelgasyym,Abelgasim,zags_2025,ev_0000046,active,given,false
ttn_000133,surname,male,Әбелгасыймов,Абельгасимов,Abelgasyymov,Abelgasimov,zags_2025,ev_0011397,active,surname,false
ttn_000134,surname,female,Әбелгасыймова,Абельгасимова,Abelgasyymova,Abelgasimova,zags_2025,ev_0011398,active,surname,false
ttn_000137,given,male,Әбелгата,Абельгата,Abelgata,Abelgata,zags_2025,ev_0000049,active,given,false
ttn_000138,surname,male,Әбелгатин,Абельгатин,Abelgatin,Abelgatin,zags_2025,ev_0011399,active,surname,false
ttn_000139,surname,female,Әбелгатина,Абельгатина,Abelgatina,Abelgatina,zags_2025,ev_0011400,active,surname,false
ttn_000142,given,male,Әбелгаффар,Абельгаффар,Abelgaffar,Abelgaffar,zags_2025,ev_0000052,active,given,false
ttn_000143,surname,male,Әбелгаффаров,Абельгаффаров,Abelgaffarov,Abelgaffarov,zags_2025,ev_0011401,active,surname,false
ttn_000144,surname,female,Әбелгаффарова,Абельгаффарова,Abelgaffarova,Abelgaffarova,zags_2025,ev_0011402,active,surname,false
ttn_000147,given,male,Әбелгаяз,Абельгаяз,Abelgayaz,Abelgaiaz,zags_2025,ev_0000055,active,given,false
ttn_000148,surname,male,Әбелгаязов,Абельгаязов,Abelgayazov,Abelgaiazov,zags_2025,ev_0011403,active,surname,false
ttn_000149,surname,female,Әбелгаязова,Абельгаязова,Abelgayazova,Abelgaiazova,zags_2025,ev_0011404,active,surname,false
ttn_000152,given,male,Әбелгаян,Абельгаян,Abelgayan,Abelgaian,zags_2025,ev_0000058,active,given,false
ttn_000153,surname,male,Әбелгаянов,Абельгаянов,Abelgayanov,Abelgaianov,zags_2025,ev_0011405,active,surname,false
ttn_000154,surname,female,Әбелгаянова,Абельгаянова,Abelgayanova,Abelgaianova,zags_2025,ev_0011406,active,surname,false
ttn_000157,given,male,Әбелкәбир,Абелькабир,Abelkabir,Abelkabir,zags_2025,ev_0000061,active,given,false
ttn_000158,surname,male,Әбелкәбиров,Абелькабиров,Abelkabirov,Abelkabirov,zags_2025,ev_0011407,active,surname,false
ttn_000159,surname,female,Әбелкәбирова,Абелькабирова,Abelkabirova,Abelkabirova,zags_2025,ev_0011408,active,surname,false
ttn_000162,given,male,Әбелкадыйр,Абелькадыр,Abelkadyyr,Abelkadyr,zags_2025,ev_0000064,active,given,false
ttn_000163,surname,male,Әбелкадыйров,Абелькадыров,Abelkadyyrov,Abelkadyrov,zags_2025,ev_0011409,active,surname,false
ttn_000164,surname,female,Әбелкадыйрова,Абелькадырова,Abelkadyyrova,Abelkadyrova,zags_2025,ev_0011410,active,surname,false
ttn_000167,given,male,Әбелкәрам,Абелькарам,Abelkaram,Abelkaram,zags_2025,ev_0000067,active,given,false
ttn_000168,surname,male,Әбелкәрамов,Абелькарамов,Abelkaramov,Abelkaramov,zags_2025,ev_0011411,active,surname,false
ttn_000169,surname,female,Әбелкәрамова,Абелькарамова,Abelkaramova,Abelkaramova,zags_2025,ev_0011412,active,surname,false
ttn_000172,given,male,Әбелкәрим,Абелькарим,Abelkarim,Abelkarim,zags_2025,ev_0000070,active,given,false
ttn_000173,surname,male,Әбелкәримов,Абелькаримов,Abelkarimov,Abelkarimov,zags_2025,ev_0011413,active,surname,false
ttn_000174,surname,female,Әбелкәримова,Абелькаримова,Abelkarimova,Abelkarimova,zags_2025,ev_0011414,active,surname,false
ttn_000177,given,male,Әбелкасыйм,Абелькасим,Abelkasyym,Abelkasim,zags_2025,ev_0000073,active,given,false
ttn_000178,surname,male,Әбелкасыймов,Абелькасимов,Abelkasyymov,Abelkasimov,zags_2025,ev_0011415,active,surname,false
ttn_000179,surname,female,Әбелкасыймова,Абелькасимова,Abelkasyymova,Abelkasimova,zags_2025,ev_0011416,active,surname,false
ttn_000182,given,male,Әбелкаюм,Абелькаюм,Abelkayum,Abelkaium,zags_2025,ev_0000076,active,given,false
ttn_000183,surname,male,Әбелкаюмов,Абелькаюмов,Abelkayumov,Abelkaiumov,zags_2025,ev_0011417,active,surname,false
ttn_000184,surname,female,Әбелкаюмова,Абелькаюмова,Abelkayumova,Abelkaiumova,zags_2025,ev_0011418,active,surname,false
ttn_000187,given,male,Әбелмәних,Абельманих,Abelmanix,Abelmanikh,zags_2025,ev_0000079,active,given,false
ttn_000188,surname,male,Әбелмәнихов,Абельманихов,Abelmanixov,Abelmanikhov,zags_2025,ev_0011419,active,surname,false
ttn_000189,surname,female,Әбелмәнихова,Абельманихова,Abelmanixova,Abelmanikhova,zags_2025,ev_0011420,active,surname,false
ttn_000192,given,male,Әбелмоталлап,Абельмуталлап,Abelmotallap,Abelmutallap,zags_2025,ev_0000082,active,given,false
ttn_000193,surname,male,Әбелмоталлапов,Абельмуталлапов,Abelmotallapov,Abelmutallapov,zags_2025,ev_0011421,active,surname,false
ttn_000194,surname,female,Әбелмоталлапова,Абельмуталлапова,Abelmotallapova,Abelmutallapova,zags_2025,ev_0011422,active,surname,false
ttn_000197,given,male,Әбелфәез,Абельфаиз,Abelfaez,Abelfaiz,zags_2025,ev_0000085,active,given,false
ttn_000198,surname,male,Әбелфәезов,Абельфаизов,Abelfaezov,Abelfaizov,zags_2025,ev_0011423,active,surname,false
ttn_000199,surname,female,Әбелфәезова,Абельфаизова,Abelfaezova,Abelfaizova,zags_2025,ev_0011424,active,surname,false
ttn_000202,given,male,Әбелхәер,Абельхаир,Abelxaer,Abelkhair,zags_2025,ev_0000088,active,given,false
ttn_000203,surname,male,Әбелхәеров,Абельхаиров,Abelxaerov,Abelkhairov,zags_2025,ev_0011425,active,surname,false
ttn_000204,surname,female,Әбелхәерова,Абельхаирова,Abelxaerova,Abelkhairova,zags_2025,ev_0011426,active,surname,false
ttn_000207,given,male,Әбелхәким,Абельхаким,Abelxakim,Abelkhakim,zags_2025,ev_0000091,active,given,false
ttn_000208,surname,male,Әбелхәкимов,Абельхакимов,Abelxakimov,Abelkhakimov,zags_2025,ev_0011427,active,surname,false
ttn_000209,surname,female,Әбелхәкимова,Абельхакимова,Abelxakimova,Abelkhakimova,zags_2025,ev_0011428,active,surname,false
ttn_000212,surname,male,Әбелхәлилев,Абельхалилев,Abelxalilev,Abelkhalilev,zags_2025,ev_0011429,active,surname,false
ttn_000213,surname,female,Әбелхәлилева,Абельхалилева,Abelxalileva,Abelkhalileva,zags_2025,ev_0011430,active,surname,false
ttn_000216,given,male,Әбелхәлил,Абельхалиль,Abelxalil,Abelkhalil,zags_2025,ev_0000094,active,given,false
ttn_000217,given,male,Әбелхан,Абельхан,Abelxan,Abelkhan,zags_2025,ev_0000097,active,given,false
ttn_000218,given,male,Әбелхәниф,Абельханиф,Abelxanif,Abelkhanif,zags_2025,ev_0000100,active,given,false
ttn_000219,surname,male,Әбелхәнифов,Абельханифов,Abelxanifov,Abelkhanifov,zags_2025,ev_0011431,active,surname,false
ttn_000220,surname,female,Әбелхәнифова,Абельханифова,Abelxanifova,Abelkhanifova,zags_2025,ev_0011432,active,surname,false
ttn_000223,surname,male,Әбелханов,Абельханов,Abelxanov,Abelkhanov,zags_2025,ev_0011433,active,surname,false
ttn_000224,surname,female,Әбелханова,Абельханова,Abelxanova,Abelkhanova,zags_2025,ev_0011434,active,surname,false
ttn_000227,given,male,Әбелхарис,Абельхарис,Abelxaris,Abelkharis,zags_2025,ev_0000103,active,given,false
ttn_000228,surname,male,Әбелхарисов,Абельхарисов,Abelxarisov,Abelkharisov,zags_2025,ev_0011435,active,surname,false
ttn_000229,surname,female,Әбелхарисова,Абельхарисова,Abelxarisova,Abelkharisova,zags_2025,ev_0011436,active,surname,false
ttn_000232,given,male,Әбелхәсән,Абельхасан,Abelxasan,Abelkhasan,zags_2025,ev_0000106,active,given,false
ttn_000233,surname,male,Әбелхәсәнов,Абельхасанов,Abelxasanov,Abelkhasanov,zags_2025,ev_0011437,active,surname,false
ttn_000234,surname,female,Әбелхәсәнова,Абельхасанова,Abelxasanova,Abelkhasanova,zags_2025,ev_0011438,active,surname,false
ttn_000237,given,male,Әбессәлам,Абессалям,Abessalam,Abessaliam,zags_2025,ev_0000109,active,given,false
ttn_000238,surname,male,Әбессәламов,Абессалямов,Abessalamov,Abessaliamov,zags_2025,ev_0011439,active,surname,false
ttn_000239,surname,female,Әбессәламова,Абессалямова,Abessalamova,Abessaliamova,zags_2025,ev_0011440,active,surname,false
ttn_000244,given,male,Әбләз,Абляз,Ablaz,Abliaz,zags_2025,ev_0000112,active,given,false
ttn_000245,surname,male,Әбләзов,Аблязов,Ablazov,Abliazov,zags_2025,ev_0011441,active,surname,false
ttn_000246,surname,female,Әбләзова,Аблязова,Ablazova,Abliazova,zags_2025,ev_0011442,active,surname,false
ttn_000249,given,male,Әбрар,Абрар,Abrar,Abrar,zags_2025,ev_0000115,active,given,false
ttn_000250,given,male,Әбраретдин,Абраретдин,Abraretdin,Abraretdin,zags_2025,ev_0000118,active,given,false
ttn_000251,surname,male,Әбраретдинов,Абраретдинов,Abraretdinov,Abraretdinov,zags_2025,ev_0011443,active,surname,false
ttn_000252,surname,female,Әбраретдинова,Абраретдинова,Abraretdinova,Abraretdinova,zags_2025,ev_0011444,active,surname,false
ttn_000255,surname,male,Әбраров,Абраров,Abrarov,Abrarov,zags_2025,ev_0011445,active,surname,false
ttn_000256,surname,female,Әбрарова,Абрарова,Abrarova,Abrarova,zags_2025,ev_0011446,active,surname,false
ttn_000260,given,female,Абруй,Абруй,Abruy,Abrui,zags_2025,ev_0009382,active,given,false
ttn_000264,given,male,Әбүбәкер,Абубакер,Abubaker,Abubaker,zags_2025,ev_0000121,active,given,false
ttn_000265,surname,male,Әбүбәкеров,Абубакеров,Abubakerov,Abubakerov,zags_2025,ev_0011447,active,surname,false
ttn_000266,surname,female,Әбүбәкерова,Абубакерова,Abubakerova,Abubakerova,zags_2025,ev_0011448,active,surname,false
ttn_000269,given,male,Әбугали,Абугали,Abugali,Abugali,zags_2025,ev_0000124,active,given,false
ttn_000270,surname,male,Әбугалиев,Абугалиев,Abugaliev,Abugaliev,zags_2025,ev_0011449,active,surname,false
ttn_000271,surname,female,Әбугалиева,Абугалиева,Abugalieva,Abugalieva,zags_2025,ev_0011450,active,surname,false
ttn_000274,given,male,Әбугалим,Абугалим,Abugalim,Abugalim,zags_2025,ev_0000127,active,given,false
ttn_000275,surname,male,Әбугалимов,Абугалимов,Abugalimov,Abugalimov,zags_2025,ev_0011451,active,surname,false
ttn_000276,surname,female,Әбугалимова,Абугалимова,Abugalimova,Abugalimova,zags_2025,ev_0011452,active,surname,false
ttn_000279,given,male,Әбүзәр,Абузар,Abuzar,Abuzar,zags_2025,ev_0000130,active,given,false
ttn_000280,surname,male,Әбүзәров,Абузаров,Abuzarov,Abuzarov,zags_2025,ev_0011453,active,surname,false
ttn_000281,surname,female,Әбүзәрова,Абузарова,Abuzarova,Abuzarova,zags_2025,ev_0011454,active,surname,false
ttn_000284,given,male,Әбүкәлим,Абукалим,Abukalim,Abukalim,zags_2025,ev_0000133,active,given,false
ttn_000285,surname,male,Әбүкәлимов,Абукалимов,Abukalimov,Abukalimov,zags_2025,ev_0011455,active,surname,false
ttn_000286,surname,female,Әбүкәлимова,Абукалимова,Abukalimova,Abukalimova,zags_2025,ev_0011456,active,surname,false
ttn_000289,given,male,Әбүкәрим,Абукарим,Abukarim,Abukarim,zags_2025,ev_0000136,active,given,false
ttn_000290,surname,male,Әбүкәримов,Абукаримов,Abukarimov,Abukarimov,zags_2025,ev_0011457,active,surname,false
ttn_000291,surname,female,Әбүкәримова,Абукаримова,Abukarimova,Abukarimova,zags_2025,ev_0011458,active,surname,false
ttn_000294,given,male,Әбүлмәмбәт,Абульмамбет,Abulmambat,Abulmambet,zags_2025,ev_0000139,active,given,false
ttn_000295,surname,male,Әбүлмәмбәтов,Абульмамбетов,Abulmambatov,Abulmambetov,zags_2025,ev_0011459,active,surname,false
ttn_000296,surname,female,Әбүлмәмбәтова,Абульмамбетова,Abulmambatova,Abulmambetova,zags_2025,ev_0011460,active,surname,false
ttn_000299,given,male,Әбүлхан,Абульхан,Abulxan,Abulkhan,zags_2025,ev_0000142,active,given,false
ttn_000300,surname,male,Әбүлханов,Абульханов,Abulxanov,Abulkhanov,zags_2025,ev_0011461,active,surname,false
ttn_000301,surname,female,Әбүлханова,Абульханова,Abulxanova,Abulkhanova,zags_2025,ev_0011462,active,surname,false
ttn_000304,given,male,Әбүнәгыйм,Абунагим,Abunagyym,Abunagim,zags_2025,ev_0000145,active,given,false
ttn_000305,surname,male,Әбүнәгыймов,Абунагимов,Abunagyymov,Abunagimov,zags_2025,ev_0011463,active,surname,false
ttn_000306,surname,female,Әбүнәгыймова,Абунагимова,Abunagyymova,Abunagimova,zags_2025,ev_0011464,active,surname,false
ttn_000309,given,male,Әбусабир,Абусабир,Abusabir,Abusabir,zags_2025,ev_0000148,active,given,false
ttn_000310,surname,male,Әбусабиров,Абусабиров,Abusabirov,Abusabirov,zags_2025,ev_0011465,active,surname,false
ttn_000311,surname,female,Әбусабирова,Абусабирова,Abusabirova,Abusabirova,zags_2025,ev_0011466,active,surname,false
ttn_000314,given,male,Әбүсәгыйть,Абусагит,Abusagyyt,Abusagit,zags_2025,ev_0000151,active,given,false
ttn_000315,surname,male,Әбүсәгыйтов,Абусагитов,Abusagyytov,Abusagitov,zags_2025,ev_0011467,active,surname,false
ttn_000316,surname,female,Әбүсәгыйтова,Абусагитова,Abusagyytova,Abusagitova,zags_2025,ev_0011468,active,surname,false
ttn_000319,given,male,Әбусадыйк,Абусадык,Abusadyyk,Abusadyk,zags_2025,ev_0000154,active,given,false
ttn_000320,surname,male,Әбусадыйков,Абусадыков,Abusadyykov,Abusadykov,zags_2025,ev_0011469,active,surname,false
ttn_000321,surname,female,Әбусадыйкова,Абусадыкова,Abusadyykova,Abusadykova,zags_2025,ev_0011470,active,surname,false
ttn_000324,given,male,Әбүсәет,Абусаит,Abusaet,Abusait,zags_2025,ev_0000157,active,given,false
ttn_000325,surname,male,Әбүсәетов,Абусаитов,Abusaetov,Abusaitov,zags_2025,ev_0011471,active,surname,false
ttn_000326,surname,female,Әбүсәетова,Абусаитова,Abusaetova,Abusaitova,zags_2025,ev_0011472,active,surname,false
ttn_000329,given,male,Әбүсәлим,Абусалим,Abusalim,Abusalim,zags_2025,ev_0000160,active,given,false
ttn_000330,surname,male,Әбүсәлимов,Абусалимов,Abusalimov,Abusalimov,zags_2025,ev_0011473,active,surname,false
ttn_000331,surname,female,Әбүсәлимова,Абусалимова,Abusalimova,Abusalimova,zags_2025,ev_0011474,active,surname,false
ttn_000334,given,male,Әбусалих,Абусалих,Abusalix,Abusalikh,zags_2025,ev_0000163,active,given,false
ttn_000335,surname,male,Әбусалихов,Абусалихов,Abusalixov,Abusalikhov,zags_2025,ev_0011475,active,surname,false
ttn_000336,surname,female,Әбусалихова,Абусалихова,Abusalixova,Abusalikhova,zags_2025,ev_0011476,active,surname,false
ttn_000339,given,male,Әбүсәхип,Абусахип,Abusaxip,Abusakhip,zags_2025,ev_0000166,active,given,false
ttn_000340,surname,male,Әбүсәхипов,Абусахипов,Abusaxipov,Abusakhipov,zags_2025,ev_0011477,active,surname,false
ttn_000341,surname,female,Әбүсәхипова,Абусахипова,Abusaxipova,Abusakhipova,zags_2025,ev_0011478,active,surname,false
ttn_000344,given,male,Әбуситдыйк,Абуситдик,Abusitdyyk,Abusitdik,zags_2025,ev_0000169,active,given,false
ttn_000345,surname,male,Әбуситдыйков,Абуситдиков,Abusitdyykov,Abusitdikov,zags_2025,ev_0011479,active,surname,false
ttn_000346,surname,female,Әбуситдыйкова,Абуситдикова,Abusitdyykova,Abusitdikova,zags_2025,ev_0011480,active,surname,false
ttn_000349,given,male,Әбуталип,Абуталип,Abutalip,Abutalip,zags_2025,ev_0000175,active,given,false
ttn_000350,surname,male,Әбуталипов,Абуталипов,Abutalipov,Abutalipov,zags_2025,ev_0011481,active,surname,false
ttn_000351,surname,female,Әбуталипова,Абуталипова,Abutalipova,Abutalipova,zags_2025,ev_0011482,active,surname,false
ttn_000354,given,male,Әбутаһир,Абутахир,Abutahir,Abutakhir,zags_2025,ev_0000172,active,given,false
ttn_000355,surname,male,Әбутаһиров,Абутахиров,Abutahirov,Abutakhirov,zags_2025,ev_0011483,active,surname,false
ttn_000356,surname,female,Әбутаһирова,Абутахирова,Abutahirova,Abutakhirova,zags_2025,ev_0011484,active,surname,false
ttn_000359,surname,male,Әбүхәлилев,Абухалилев,Abuxalilev,Abukhalilev,zags_2025,ev_0011485,active,surname,false
ttn_000360,surname,female,Әбүхәлилева,Абухалилева,Abuxalileva,Abukhalileva,zags_2025,ev_0011486,active,surname,false
ttn_000363,given,male,Әбүхәлил,Абухалиль,Abuxalil,Abukhalil,zags_2025,ev_0000178,active,given,false
ttn_000364,given,male,Әбухалит,Абухалит,Abuxalit,Abukhalit,zags_2025,ev_0000181,active,given,false
ttn_000365,surname,male,Әбухалитов,Абухалитов,Abuxalitov,Abukhalitov,zags_2025,ev_0011487,active,surname,false
ttn_000366,surname,female,Әбухалитова,Абухалитова,Abuxalitova,Abukhalitova,zags_2025,ev_0011488,active,surname,false
ttn_000369,given,male,Әбүхәмит,Абухамит,Abuxamit,Abukhamit,zags_2025,ev_0000184,active,given,false
ttn_000370,surname,male,Әбүхәмитов,Абухамитов,Abuxamitov,Abukhamitov,zags_2025,ev_0011489,active,surname,false
ttn_000371,surname,female,Әбүхәмитова,Абухамитова,Abuxamitova,Abukhamitova,zags_2025,ev_0011490,active,surname,false
ttn_000374,given,male,Әбухан,Абухан,Abuxan,Abukhan,zags_2025,ev_0000187,active,given,false
ttn_000375,surname,male,Әбуханов,Абуханов,Abuxanov,Abukhanov,zags_2025,ev_0011491,active,surname,false
ttn_000376,surname,female,Әбуханова,Абуханова,Abuxanova,Abukhanova,zags_2025,ev_0011492,active,surname,false
ttn_000379,given,male,Абыз,Абыз,Abyz,Abyz,zags_2025,ev_0000190,active,given,false
ttn_000382,surname,male,Абызбаев,Абызбаев,Abyzbaev,Abyzbaev,zags_2025,ev_0011493,active,surname,false
ttn_000383,surname,female,Абызбаева,Абызбаева,Abyzbaeva,Abyzbaeva,zags_2025,ev_0011494,active,surname,false
ttn_000386,given,male,Абызбай,Абызбай,Abyzbay,Abyzbai,zags_2025,ev_0000193,active,given,false
ttn_000389,given,male,Абызбакый,Абызбаки,Abyzbakyy,Abyzbaki,zags_2025,ev_0000196,active,given,false
ttn_000390,surname,male,Абызбакыев,Абызбакиев,Abyzbakyev,Abyzbakiev,zags_2025,ev_0011495,active,surname,false
ttn_000391,surname,female,Абызбакыева,Абызбакиева,Abyzbakyeva,Abyzbakieva,zags_2025,ev_0011496,active,surname,false
ttn_000399,surname,male,Абызгәрәев,Абызгараев,Abyzgaraev,Abyzgaraev,zags_2025,ev_0011497,active,surname,false
ttn_000400,surname,female,Абызгәрәева,Абызгараева,Abyzgaraeva,Abyzgaraeva,zags_2025,ev_0011498,active,surname,false
ttn_000403,given,male,Абызгәрәй,Абызгарай,Abyzgaray,Abyzgarai,zags_2025,ev_0000199,active,given,false
ttn_000409,given,male,Абызгилде,Абызгильде,Abyzgilde,Abyzgilde,zags_2025,ev_0000202,active,given,false
ttn_000412,surname,male,Абызгилдин,Абызгильдин,Abyzgildin,Abyzgildin,zags_2025,ev_0011499,active,surname,false
ttn_000413,surname,female,Абызгилдина,Абызгильдина,Abyzgildina,Abyzgildina,zags_2025,ev_0011500,active,surname,false
ttn_000419,surname,male,Абызов,Абызов,Abyzov,Abyzov,zags_2025,ev_0011501,active,surname,false
ttn_000420,surname,female,Абызова,Абызова,Abyzova,Abyzova,zags_2025,ev_0011502,active,surname,false
ttn_000423,given,male,Аваз,Аваз,Avaz,Avaz,zags_2025,ev_0000205,active,given,false
ttn_000426,surname,male,Авазов,Авазов,Avazov,Avazov,zags_2025,ev_0011503,active,surname,false
ttn_000427,surname,female,Авазова,Авазова,Avazova,Avazova,zags_2025,ev_0011504,active,surname,false
ttn_000430,given,male,Аван,Аван,Avan,Avan,zags_2025,ev_0000208,active,given,false
ttn_000433,surname,male,Аванов,Аванов,Avanov,Avanov,zags_2025,ev_0011505,active,surname,false
ttn_000434,surname,female,Аванова,Аванова,Avanova,Avanova,zags_2025,ev_0011506,active,surname,false
ttn_000437,surname,male,Агабаев,Агабаев,Agabaev,Agabaev,zags_2025,ev_0011507,active,surname,false
ttn_000438,surname,female,Агабаева,Агабаева,Agabaeva,Agabaeva,zags_2025,ev_0011508,active,surname,false
ttn_000441,given,male,Агабай,Агабай,Agabay,Agabai,zags_2025,ev_0000211,active,given,false
ttn_000444,given,male,Агабәк,Агабек,Agabak,Agabek,zags_2025,ev_0000214,active,given,false
ttn_000445,surname,male,Агабәков,Агабеков,Agabakov,Agabekov,zags_2025,ev_0011509,active,surname,false
ttn_000446,surname,female,Агабәкова,Агабекова,Agabakova,Agabekova,zags_2025,ev_0011510,active,surname,false
ttn_000454,given,male,Агап,Агап,Agap,Agap,zags_2025,ev_0000217,active,given,false
ttn_000457,surname,male,Агапов,Агапов,Agapov,Agapov,zags_2025,ev_0011511,active,surname,false
ttn_000458,surname,female,Агапова,Агапова,Agapova,Agapova,zags_2025,ev_0011512,active,surname,false
ttn_000461,given,male,Агат,Агат,Agat,Agat,zags_2025,ev_0000220,active,given,false
ttn_000464,surname,male,Агатов,Агатов,Agatov,Agatov,zags_2025,ev_0011513,active,surname,false
ttn_000465,surname,female,Агатова,Агатова,Agatova,Agatova,zags_2025,ev_0011514,active,surname,false
ttn_000468,given,male,Агахан,Агахан,Agaxan,Agakhan,zags_2025,ev_0000223,active,given,false
ttn_000471,surname,male,Агаханов,Агаханов,Agaxanov,Agakhanov,zags_2025,ev_0011515,active,surname,false
ttn_000472,surname,female,Агаханова,Агаханова,Agaxanova,Agakhanova,zags_2025,ev_0011516,active,surname,false
ttn_000475,given,female,Әгъдәлия,Агдалия,Agdaliya,Agdaliia,zags_2025,ev_0009383,active,given,false
