entity_id,entity_type,gender,canonical_tt_cyrl,canonical_ru_cyrl,canonical_tt_latn,canonical_ru_latn,source_id,source_row,status,notes,is_lexical_exception
ttn_004783,given,male,Билал,Билал,Bilal,Bilal,zags_2025,ev_0001972,active,given,false
ttn_004787,given,male,Билалетдин,Билалетдин,Bilaletdin,Bilaletdin,zags_2025,ev_0001975,active,given,false
ttn_004790,surname,male,Билалетдинов,Билалетдинов,Bilaletdinov,Bilaletdinov,zags_2025,ev_0012681,active,surname,false
ttn_004791,surname,female,Билалетдинова,Билалетдинова,Bilaletdinova,Bilaletdinova,zags_2025,ev_0012682,active,surname,false
ttn_004793,surname,male,Билалов,Билалов,Bilalov,Bilalov,zags_2025,ev_0012683,active,surname,false
ttn_004794,surname,female,Билалова,Билалова,Bilalova,Bilalova,zags_2025,ev_0012684,active,surname,false
ttn_004812,given,male,Билбирде,Бильбирде,Bilbirde,Bilbirde,zags_2025,ev_0001978,active,given,false
ttn_004815,surname,male,Билбирдин,Бильбирдин,Bilbirdin,Bilbirdin,zags_2025,ev_0012685,active,surname,false
ttn_004816,surname,female,Билбирдина,Бильбирдина,Bilbirdina,Bilbirdina,zags_2025,ev_0012686,active,surname,false
ttn_004817,given,male,Билгилде,Бильгильде,Bilgilde,Bilgilde,zags_2025,ev_0001981,active,given,false
ttn_004820,surname,male,Билгилдин,Бильгильдин,Bilgildin,Bilgildin,zags_2025,ev_0012687,active,surname,false
ttn_004821,surname,female,Билгилдина,Бильгильдина,Bilgildina,Bilgildina,zags_2025,ev_0012688,active,surname,false
ttn_004822,given,male,Билсур,Бильсур,Bilsur,Bilsur,zags_2025,ev_0001984,active,given,false
ttn_004823,surname,male,Билсуров,Бильсуров,Bilsurov,Bilsurov,zags_2025,ev_0012689,active,surname,false
ttn_004824,surname,female,Билсурова,Бильсурова,Bilsurova,Bilsurova,zags_2025,ev_0012690,active,surname,false
ttn_004827,given,male,Биназыйр,Биназир,Binazyyr,Binazir,zags_2025,ev_0001987,active,given,false
ttn_004828,surname,male,Биназыйров,Биназиров,Binazyyrov,Binazirov,zags_2025,ev_0012691,active,surname,false
ttn_004829,surname,female,Биназыйрова,Биназирова,Binazyyrova,Binazirova,zags_2025,ev_0012692,active,surname,false
ttn_004837,given,male,Бирәхмәт,Бирахмет,Biraxmat,Birakhmet,zags_2025,ev_0001990,active,given,false
ttn_004838,surname,male,Бирәхмәтов,Бирахметов,Biraxmatov,Birakhmetov,zags_2025,ev_0012693,active,surname,false
ttn_004839,surname,female,Бирәхмәтова,Бирахметова,Biraxmatova,Birakhmetova,zags_2025,ev_0012694,active,surname,false
ttn_004842,given,male,Бирде,Бирде,Birde,Birde,zags_2025,ev_0001993,active,given,false
ttn_004845,surname,male,Бирдебаев,Бирдебаев,Birdebaev,Birdebaev,zags_2025,ev_0012695,active,surname,false
ttn_004846,surname,female,Бирдебаева,Бирдебаева,Birdebaeva,Birdebaeva,zags_2025,ev_0012696,active,surname,false
ttn_004849,given,male,Бирдебай,Бирдебай,Birdebay,Birdebai,zags_2025,ev_0001996,active,given,false
ttn_004851,given,male,Бирдебәк,Бирдебек,Birdebak,Birdebek,zags_2025,ev_0001999,active,given,false
ttn_004852,surname,male,Бирдебәков,Бирдебеков,Birdebakov,Birdebekov,zags_2025,ev_0012697,active,surname,false
ttn_004853,surname,female,Бирдебәкова,Бирдебекова,Birdebakova,Birdebekova,zags_2025,ev_0012698,active,surname,false
ttn_004866,given,male,Бирдегол,Бирдегул,Birdegol,Birdegul,zags_2025,ev_0002002,active,given,false
ttn_004867,surname,male,Бирдеголов,Бирдегулов,Birdegolov,Birdegulov,zags_2025,ev_0012699,active,surname,false
ttn_004868,surname,female,Бирдеголова,Бирдегулова,Birdegolova,Birdegulova,zags_2025,ev_0012700,active,surname,false
ttn_004878,given,male,Бирдеморат,Бирдемурат,Birdemorat,Birdemurat,zags_2025,ev_0002005,active,given,false
ttn_004879,surname,male,Бирдеморатов,Бирдемуратов,Birdemoratov,Birdemuratov,zags_2025,ev_0012701,active,surname,false
ttn_004880,surname,female,Бирдеморатова,Бирдемуратова,Birdemoratova,Birdemuratova,zags_2025,ev_0012702,active,surname,false
ttn_004883,given,male,Бирдехан,Бирдехан,Birdexan,Birdekhan,zags_2025,ev_0002008,active,given,false
ttn_004886,surname,male,Бирдеханов,Бирдеханов,Birdexanov,Birdekhanov,zags_2025,ev_0012703,active,surname,false
ttn_004887,surname,female,Бирдеханова,Бирдеханова,Birdexanova,Birdekhanova,zags_2025,ev_0012704,active,surname,false
ttn_004890,given,male,Бирдеяр,Бирдеяр,Birdeyar,Birdeiar,zags_2025,ev_0002011,active,given,false
ttn_004893,surname,male,Бирдеяров,Бирдеяров,Birdeyarov,Birdeiarov,zags_2025,ev_0012705,active,surname,false
ttn_004894,surname,female,Бирдеярова,Бирдеярова,Birdeyarova,Birdeiarova,zags_2025,ev_0012706,active,surname,false
ttn_004897,surname,male,Бирдин,Бирдин,Birdin,Birdin,zags_2025,ev_0012707,active,surname,false
ttn_004898,surname,female,Бирдина,Бирдина,Birdina,Birdina,zags_2025,ev_0012708,active,surname,false
ttn_004904,given,male,Битуган,Битуган,Bitugan,Bitugan,zags_2025,ev_0002014,active,given,false
ttn_004907,surname,male,Битуганов,Битуганов,Bituganov,Bituganov,zags_2025,ev_0012709,active,surname,false
ttn_004908,surname,female,Битуганова,Битуганова,Bituganova,Bituganova,zags_2025,ev_0012710,active,surname,false
ttn_004911,given,male,Бишбүләк,Бишбуляк,Bishbulak,Bishbuliak,zags_2025,ev_0002017,active,given,false
ttn_004912,surname,male,Бишбүләков,Бишбуляков,Bishbulakov,Bishbuliakov,zags_2025,ev_0012711,active,surname,false
ttn_004913,surname,female,Бишбүләкова,Бишбулякова,Bishbulakova,Bishbuliakova,zags_2025,ev_0012712,active,surname,false
ttn_004969,given,female,Бриллиант,Бриллиант,Brilliant,Brilliant,zags_2025,ev_0009673,active,given,false
ttn_004971,given,male,Бүзтимер,Бузтимер,Buztimer,Buztimer,zags_2025,ev_0002020,active,given,false
ttn_004972,surname,male,Бүзтимеров,Бузтимеров,Buztimerov,Buztimerov,zags_2025,ev_0012713,active,surname,false
ttn_004973,surname,female,Бүзтимерова,Бузтимерова,Buztimerova,Buztimerova,zags_2025,ev_0012714,active,surname,false
ttn_004976,given,male,Бүзтирәк,Бузтиряк,Buztirak,Buztiriak,zags_2025,ev_0002023,active,given,false
ttn_004977,surname,male,Бүзтирәков,Бузтиряков,Buztirakov,Buztiriakov,zags_2025,ev_0012715,active,surname,false
ttn_004978,surname,female,Бүзтирәкова,Бузтирякова,Buztirakova,Buztiriakova,zags_2025,ev_0012716,active,surname,false
ttn_004981,given,male,Булат,Булат,Bulat,Bulat,zags_2025,ev_0002026,active,given,false
ttn_004984,surname,male,Булатбаев,Булатбаев,Bulatbaev,Bulatbaev,zags_2025,ev_0012717,active,surname,false
ttn_004985,surname,female,Булатбаева,Булатбаева,Bulatbaeva,Bulatbaeva,zags_2025,ev_0012718,active,surname,false
ttn_004988,given,male,Булатбай,Булатбай,Bulatbay,Bulatbai,zags_2025,ev_0002029,active,given,false
ttn_004991,given,male,Булатбакый,Булатбаки,Bulatbakyy,Bulatbaki,zags_2025,ev_0002032,active,given,false
ttn_004992,surname,male,Булатбакыев,Булатбакиев,Bulatbakyev,Bulatbakiev,zags_2025,ev_0012719,active,surname,false
ttn_004993,surname,female,Булатбакыева,Булатбакиева,Bulatbakyeva,Bulatbakieva,zags_2025,ev_0012720,active,surname,false
ttn_005001,given,male,Булатҗан,Булатзян,Bulatcan,Bulatzian,zags_2025,ev_0002035,active,given,false
ttn_005002,surname,male,Булатҗанов,Булатзянов,Bulatcanov,Bulatzianov,zags_2025,ev_0012721,active,surname,false
ttn_005003,surname,female,Булатҗанова,Булатзянова,Bulatcanova,Bulatzianova,zags_2025,ev_0012722,active,surname,false
ttn_005006,surname,male,Булатов,Булатов,Bulatov,Bulatov,zags_2025,ev_0012723,active,surname,false
ttn_005007,surname,female,Булатова,Булатова,Bulatova,Bulatova,zags_2025,ev_0012724,active,surname,false
ttn_005010,given,male,Булаттимер,Булаттимер,Bulattimer,Bulattimer,zags_2025,ev_0002038,active,given,false
ttn_005013,surname,male,Булаттимеров,Булаттимеров,Bulattimerov,Bulattimerov,zags_2025,ev_0012725,active,surname,false
ttn_005014,surname,female,Булаттимерова,Булаттимерова,Bulattimerova,Bulattimerova,zags_2025,ev_0012726,active,surname,false
ttn_005017,given,male,Булатхан,Булатхан,Bulatxan,Bulatkhan,zags_2025,ev_0002041,active,given,false
ttn_005020,surname,male,Булатханов,Булатханов,Bulatxanov,Bulatkhanov,zags_2025,ev_0012727,active,surname,false
ttn_005021,surname,female,Булатханова,Булатханова,Bulatxanova,Bulatkhanova,zags_2025,ev_0012728,active,surname,false
ttn_005029,given,male,Булыш,Булыш,Bulysh,Bulysh,zags_2025,ev_0002044,active,given,false
ttn_005032,surname,male,Булышов,Булышев,Bulyshov,Bulyshev,zags_2025,ev_0012729,active,surname,false
ttn_005033,surname,female,Булышева,Булышева,Bulysheva,Bulysheva,zags_2025,ev_0012730,active,surname,false
ttn_005037,given,male,Бүләк,Буляк,Bulak,Buliak,zags_2025,ev_0002047,active,given,false
ttn_005038,surname,male,Бүләкбаев,Булякбаев,Bulakbaev,Buliakbaev,zags_2025,ev_0012731,active,surname,false
ttn_005039,surname,female,Бүләкбаева,Булякбаева,Bulakbaeva,Buliakbaeva,zags_2025,ev_0012732,active,surname,false
ttn_005042,given,male,Бүләкбай,Булякбай,Bulakbay,Buliakbai,zags_2025,ev_0002050,active,given,false
ttn_005043,given,male,Бүләкбирде,Булякбирде,Bulakbirde,Buliakbirde,zags_2025,ev_0002053,active,given,false
ttn_005046,surname,male,Бүләкбирдин,Булякбирдин,Bulakbirdin,Buliakbirdin,zags_2025,ev_0012733,active,surname,false
ttn_005047,surname,female,Бүләкбирдина,Булякбирдина,Bulakbirdina,Buliakbirdina,zags_2025,ev_0012734,active,surname,false
ttn_005048,given,male,Бүләккол,Буляккул,Bulakkol,Buliakkul,zags_2025,ev_0002056,active,given,false
ttn_005049,surname,male,Бүләкколов,Буляккулов,Bulakkolov,Buliakkulov,zags_2025,ev_0012735,active,surname,false
ttn_005050,surname,female,Бүләкколова,Буляккулова,Bulakkolova,Buliakkulova,zags_2025,ev_0012736,active,surname,false
ttn_005053,given,female,Бүләкнур,Булякнур,Bulaknur,Buliaknur,zags_2025,ev_0009675,active,given,false
ttn_005054,surname,male,Бүләков,Буляков,Bulakov,Buliakov,zags_2025,ev_0012737,active,surname,false
ttn_005055,surname,female,Бүләкова,Булякова,Bulakova,Buliakova,zags_2025,ev_0012738,active,surname,false
ttn_005061,given,male,Бураш,Бураш,Burash,Burash,zags_2025,ev_0002059,active,given,false
ttn_005064,surname,male,Бурашев,Бурашев,Burashev,Burashev,zags_2025,ev_0012739,active,surname,false
ttn_005065,surname,female,Бурашева,Бурашева,Burasheva,Burasheva,zags_2025,ev_0012740,active,surname,false
ttn_005068,surname,male,Бүребаев,Буребаев,Burebaev,Burebaev,zags_2025,ev_0012741,active,surname,false
ttn_005069,surname,female,Бүребаева,Буребаева,Burebaeva,Burebaeva,zags_2025,ev_0012742,active,surname,false
ttn_005072,given,male,Бүребай,Буребай,Burebay,Burebai,zags_2025,ev_0002062,active,given,false
ttn_005073,given,male,Борнаш,Бурнаш,Bornash,Burnash,zags_2025,ev_0002065,active,given,false
ttn_005074,surname,male,Борнашев,Бурнашев,Bornashev,Burnashev,zags_2025,ev_0012743,active,surname,false
ttn_005075,surname,female,Борнашева,Бурнашева,Bornasheva,Burnasheva,zags_2025,ev_0012744,active,surname,false
ttn_005078,given,male,Борһан,Бурхан,Borhan,Burkhan,zags_2025,ev_0002068,active,given,false
ttn_005079,given,male,Борһанетдин,Бурханетдин,Borhanetdin,Burkhanetdin,zags_2025,ev_0002071,active,given,false
ttn_005080,surname,male,Борһанетдинов,Бурханетдинов,Borhanetdinov,Burkhanetdinov,zags_2025,ev_0012745,active,surname,false
ttn_005081,surname,female,Борһанетдинова,Бурханетдинова,Borhanetdinova,Burkhanetdinova,zags_2025,ev_0012746,active,surname,false
ttn_005084,surname,male,Борһанов,Бурханов,Borhanov,Burkhanov,zags_2025,ev_0012747,active,surname,false
ttn_005085,surname,female,Борһанова,Бурханова,Borhanova,Burkhanova,zags_2025,ev_0012748,active,surname,false
ttn_005088,given,male,Борһансәет,Бурхансаит,Borhansaet,Burkhansait,zags_2025,ev_0002074,active,given,false
ttn_005089,surname,male,Борһансәетов,Бурхансаитов,Borhansaetov,Burkhansaitov,zags_2025,ev_0012749,active,surname,false
ttn_005090,surname,female,Борһансәетова,Бурхансаитова,Borhansaetova,Burkhansaitova,zags_2025,ev_0012750,active,surname,false
ttn_005093,given,female,Бостан,Бустан,Bostan,Bustan,zags_2025,ev_0009676,active,given,false
ttn_005094,surname,male,Бохараев,Бухараев,Boxaraev,Bukharaev,zags_2025,ev_0012751,active,surname,false
ttn_005095,surname,female,Бохараева,Бухараева,Boxaraeva,Bukharaeva,zags_2025,ev_0012752,active,surname,false
ttn_005098,given,male,Бохарай,Бухарай,Boxaray,Bukharai,zags_2025,ev_0002077,active,given,false
ttn_005099,surname,male,Бохарбаев,Бухарбаев,Boxarbaev,Bukharbaev,zags_2025,ev_0012753,active,surname,false
ttn_005100,surname,female,Бохарбаева,Бухарбаева,Boxarbaeva,Bukharbaeva,zags_2025,ev_0012754,active,surname,false
ttn_005103,given,male,Бохарбай,Бухарбай,Boxarbay,Bukharbai,zags_2025,ev_0002080,active,given,false
ttn_005104,given,male,Бохаргали,Бухаргали,Boxargali,Bukhargali,zags_2025,ev_0002083,active,given,false
ttn_005105,surname,male,Бохаргалиев,Бухаргалиев,Boxargaliev,Bukhargaliev,zags_2025,ev_0012755,active,surname,false
ttn_005106,surname,female,Бохаргалиева,Бухаргалиева,Boxargalieva,Bukhargalieva,zags_2025,ev_0012756,active,surname,false
ttn_005109,given,female,Былбыл,Былбыл,Bylbyl,Bylbyl,zags_2025,ev_0009677,active,given,false
ttn_005110,given,female,Былбылниса,Былбылниса,Bylbylnisa,Bylbylnisa,zags_2025,ev_0009678,active,given,false
ttn_005340,given,male,Вагыйз,Вагиз,Vagyyz,Vagiz,zags_2025,ev_0002086,active,given,false
ttn_005341,given,female,Вәгыйзә,Вагиза,Vagyyza,Vagiza,zags_2025,ev_0009679,active,given,false
ttn_005342,surname,male,Вагыйзов,Вагизов,Vagyyzov,Vagizov,zags_2025,ev_0012757,active,surname,false
ttn_005343,surname,female,Вагыйзова,Вагизова,Vagyyzova,Vagizova,zags_2025,ev_0012758,active,surname,false
ttn_005353,given,male,Вәдигъ,Вадиг,Vadig,Vadig,zags_2025,ev_0002089,active,given,false
ttn_005354,given,female,Вәдига,Вадига,Vadiga,Vadiga,zags_2025,ev_0009680,active,given,false
ttn_005355,surname,male,Вәдигов,Вадигов,Vadigov,Vadigov,zags_2025,ev_0012759,active,surname,false
ttn_005356,surname,female,Вәдигова,Вадигова,Vadigova,Vadigova,zags_2025,ev_0012760,active,surname,false
ttn_005359,given,male,Вәдигулла,Вадигулла,Vadigulla,Vadigulla,zags_2025,ev_0002092,active,given,false
ttn_005360,surname,male,Вәдигуллин,Вадигуллин,Vadigullin,Vadigullin,zags_2025,ev_0012761,active,surname,false
ttn_005361,surname,female,Вәдигуллина,Вадигуллина,Vadigullina,Vadigullina,zags_2025,ev_0012762,active,surname,false
ttn_005364,given,male,Вәдүт,Вадут,Vadut,Vadut,zags_2025,ev_0002095,active,given,false
ttn_005365,surname,male,Вәдүтов,Вадутов,Vadutov,Vadutov,zags_2025,ev_0012763,active,surname,false
ttn_005366,surname,female,Вәдүтова,Вадутова,Vadutova,Vadutova,zags_2025,ev_0012764,active,surname,false
ttn_005369,surname,female,Вәҗһетдинова,Вазгетдинова,Vachetdinova,Vazgetdinova,zags_2025,ev_0012766,active,surname,false
ttn_005370,given,male,Вәҗетдин,Вазетдин,Vacetdin,Vazetdin,zags_2025,ev_0002101,active,given,false
ttn_005371,surname,male,Вәзетдинов,Вазетдинов,Vazetdinov,Vazetdinov,zags_2025,ev_0012767,active,surname,false
ttn_005372,surname,female,Вәзетдинова,Вазетдинова,Vazetdinova,Vazetdinova,zags_2025,ev_0012768,active,surname,false
ttn_005375,given,male,Вәҗи,Вази,Vaci,Vazi,zags_2025,ev_0002104,active,given,false
ttn_005376,given,male,Вәҗиәхмәт,Вазиахмет,Vaciaxmat,Vaziakhmet,zags_2025,ev_0002107,active,given,false
ttn_005377,surname,male,Вәҗиәхмәтов,Вазиахметов,Vaciaxmatov,Vaziakhmetov,zags_2025,ev_0012769,active,surname,false
ttn_005378,surname,female,Вәҗиәхмәтова,Вазиахметова,Vaciaxmatova,Vaziakhmetova,zags_2025,ev_0012770,active,surname,false
ttn_005381,given,female,Вәҗидә,Вазида,Vacida,Vazida,zags_2025,ev_0009681,active,given,false
ttn_005382,surname,male,Вәҗиев,Вазиев,Vaciev,Vaziev,zags_2025,ev_0012771,active,surname,false
ttn_005383,surname,female,Вәҗиева,Вазиева,Vacieva,Vazieva,zags_2025,ev_0012772,active,surname,false
ttn_005386,surname,male,Вәзилев,Вазилев,Vazilev,Vazilev,zags_2025,ev_0012773,active,surname,false
ttn_005387,surname,female,Вәзилева,Вазилева,Vazileva,Vazileva,zags_2025,ev_0012774,active,surname,false
ttn_005390,given,male,Вәзил,Вазиль,Vazil,Vazil,zags_2025,ev_0002110,active,given,false
ttn_005391,given,female,Вәзинә,Вазина,Vazina,Vazina,zags_2025,ev_0009682,active,given,false
ttn_005392,given,male,Вәҗип,Вазип,Vacip,Vazip,zags_2025,ev_0002113,active,given,false
ttn_005393,surname,male,Вәҗипов,Вазипов,Vacipov,Vazipov,zags_2025,ev_0012775,active,surname,false
ttn_005394,surname,female,Вәҗипова,Вазипова,Vacipova,Vazipova,zags_2025,ev_0012776,active,surname,false
ttn_005397,given,male,Вәзир,Вазир,Vazir,Vazir,zags_2025,ev_0002116,active,given,false
ttn_005398,given,male,Вәҗирәхим,Вазирахим,Vaciraxim,Vazirakhim,zags_2025,ev_0002119,active,given,false
ttn_005399,surname,male,Вәҗирахимов,Вазирахимов,Vaciraximov,Vazirakhimov,zags_2025,ev_0012777,active,surname,false
ttn_005400,surname,female,Вәҗирәхимова,Вазирахимова,Vaciraximova,Vazirakhimova,zags_2025,ev_0012778,active,surname,false
ttn_005403,surname,male,Вәзиров,Вазиров,Vazirov,Vazirov,zags_2025,ev_0012779,active,surname,false
ttn_005404,surname,female,Вәзирова,Вазирова,Vazirova,Vazirova,zags_2025,ev_0012780,active,surname,false
ttn_005407,given,male,Вазыйф,Вазиф,Vazyyf,Vazif,zags_2025,ev_0002122,active,given,false
ttn_005408,given,female,Вазифа,Вазифа,Vazifa,Vazifa,zags_2025,ev_0009683,active,given,false
ttn_005409,surname,male,Вәзифов,Вазифов,Vazifov,Vazifov,zags_2025,ev_0012781,active,surname,false
ttn_005410,surname,female,Вәзифова,Вазифова,Vazifova,Vazifova,zags_2025,ev_0012782,active,surname,false
ttn_005413,given,male,Вазыйх,Вазих,Vazyyx,Vazikh,zags_2025,ev_0002125,active,given,false
ttn_005414,given,female,Вазиха,Вазиха,Vazixa,Vazikha,zags_2025,ev_0009684,active,given,false
ttn_005415,surname,male,Вазыйхов,Вазихов,Vazyyxov,Vazikhov,zags_2025,ev_0012783,active,surname,false
ttn_005416,surname,female,Вазыйхова,Вазихова,Vazyyxova,Vazikhova,zags_2025,ev_0012784,active,surname,false
ttn_005419,given,female,Вәзия,Вазия,Vaziya,Vaziia,zags_2025,ev_0009685,active,given,false
ttn_005420,given,male,Вәҗһетдин,Вазхетдин,Vachetdin,Vazkhetdin,zags_2025,ev_0002098,active,given,false
ttn_005421,surname,male,Вәҗһетдинов,Вазхетдинов,Vachetdinov,Vazkhetdinov,zags_2025,ev_0012765,active,surname,false
ttn_005432,given,male,Ваиз,Ваиз,Vaiz,Vaiz,zags_2025,ev_0002128,active,given,false
ttn_005435,surname,male,Вәизов,Ваизов,Vaizov,Vaizov,zags_2025,ev_0012785,active,surname,false
ttn_005436,surname,female,Вәизова,Ваизова,Vaizova,Vaizova,zags_2025,ev_0012786,active,surname,false
ttn_005439,given,male,Ваис,Ваис,Vais,Vais,zags_2025,ev_0002131,active,given,false
ttn_005442,surname,male,Вәисов,Ваисов,Vaisov,Vaisov,zags_2025,ev_0012787,active,surname,false
ttn_005443,surname,female,Вәисова,Ваисова,Vaisova,Vaisova,zags_2025,ev_0012788,active,surname,false
ttn_005447,surname,male,Вәкилев,Вакилев,Vakilev,Vakilev,zags_2025,ev_0012789,active,surname,false
ttn_005448,surname,female,Вәкилева,Вакилева,Vakileva,Vakileva,zags_2025,ev_0012790,active,surname,false
ttn_005451,given,male,Вәкил,Вакиль,Vakil,Vakil,zags_2025,ev_0002134,active,given,false
ttn_005452,given,female,Вәкилә,Вакиля,Vakila,Vakilia,zags_2025,ev_0009686,active,given,false
ttn_005453,given,male,Вакыйф,Вакиф,Vakyyf,Vakif,zags_2025,ev_0002137,active,given,false
ttn_005454,given,female,Вакыйфә,Вакифа,Vakyyfa,Vakifa,zags_2025,ev_0009687,active,given,false
ttn_005455,surname,male,Вакыйфов,Вакифов,Vakyyfov,Vakifov,zags_2025,ev_0012791,active,surname,false
ttn_005456,surname,female,Вакыйфова,Вакифова,Vakyyfova,Vakifova,zags_2025,ev_0012792,active,surname,false
ttn_005459,given,male,Вәкъкас,Ваккас,Vakkas,Vakkas,zags_2025,ev_0002140,active,given,false
ttn_005460,surname,male,Вәкъкасов,Ваккасов,Vakkasov,Vakkasov,zags_2025,ev_0012793,active,surname,false
ttn_005461,surname,female,Вәкъкасова,Ваккасова,Vakkasova,Vakkasova,zags_2025,ev_0012794,active,surname,false
ttn_005470,given,male,Вәли,Вали,Vali,Vali,zags_2025,ev_0002143,active,given,false
ttn_005471,given,male,Вәлиәкбәр,Валиакбар,Valiakbar,Valiakbar,zags_2025,ev_0002146,active,given,false
ttn_005472,surname,male,Вәлиәкбәров,Валиакбаров,Valiakbarov,Valiakbarov,zags_2025,ev_0012795,active,surname,false
ttn_005473,surname,female,Вәлиәкбәрова,Валиакбарова,Valiakbarova,Valiakbarova,zags_2025,ev_0012796,active,surname,false
ttn_005476,given,male,Вәлиәкрәм,Валиакрам,Valiakram,Valiakram,zags_2025,ev_0002149,active,given,false
ttn_005477,surname,male,Вәлиәкрәмов,Валиакрамов,Valiakramov,Valiakramov,zags_2025,ev_0012797,active,surname,false
ttn_005478,surname,female,Вәлиәкрәмова,Валиакрамова,Valiakramova,Valiakramova,zags_2025,ev_0012798,active,surname,false
ttn_005481,given,male,Вәлиәмин,Валиамин,Valiamin,Valiamin,zags_2025,ev_0002152,active,given,false
ttn_005482,surname,male,Вәлиәминов,Валиаминов,Valiaminov,Valiaminov,zags_2025,ev_0012799,active,surname,false
ttn_005483,surname,female,Вәлиәминова,Валиаминова,Valiaminova,Valiaminova,zags_2025,ev_0012800,active,surname,false
ttn_005486,given,male,Вәлиәхмәт,Валиахмет,Valiaxmat,Valiakhmet,zags_2025,ev_0002155,active,given,false
ttn_005487,surname,male,Вәлиәхмәтов,Валиахметов,Valiaxmatov,Valiakhmetov,zags_2025,ev_0012801,active,surname,false
ttn_005488,surname,female,Вәлиәхмәтова,Валиахметова,Valiaxmatova,Valiakhmetova,zags_2025,ev_0012802,active,surname,false
ttn_005492,given,female,Вәлидә,Валида,Valida,Valida,zags_2025,ev_0009688,active,given,false
ttn_005493,surname,male,Вәлиев,Валиев,Valiev,Valiev,zags_2025,ev_0012803,active,surname,false
ttn_005494,surname,female,Вәлиева,Валиева,Valieva,Valieva,zags_2025,ev_0012804,active,surname,false
ttn_005497,given,male,Вәлиҗан,Вализян,Valican,Valizian,zags_2025,ev_0002158,active,given,false
ttn_005498,surname,male,Вәлиҗанов,Вализянов,Valicanov,Valizianov,zags_2025,ev_0012805,active,surname,false
ttn_005499,surname,female,Вәлиҗанова,Вализянова,Valicanova,Valizianova,zags_2025,ev_0012806,active,surname,false
ttn_005502,given,male,Вәликәрам,Валикарам,Valikaram,Valikaram,zags_2025,ev_0002161,active,given,false
ttn_005503,surname,male,Вәликәрамов,Валикарамов,Valikaramov,Valikaramov,zags_2025,ev_0012807,active,surname,false
ttn_005504,surname,female,Вәликәрамова,Валикарамова,Valikaramova,Valikaramova,zags_2025,ev_0012808,active,surname,false
ttn_005507,given,female,Вәликә,Валикя,Valika,Valikia,zags_2025,ev_0009689,active,given,false
ttn_005508,given,male,Вәлим,Валим,Valim,Valim,zags_2025,ev_0002164,active,given,false
ttn_005509,given,female,Вәлимә,Валима,Valima,Valima,zags_2025,ev_0009690,active,given,false
ttn_005510,given,male,Вәлимәрдан,Валимардан,Valimardan,Valimardan,zags_2025,ev_0002167,active,given,false
ttn_005511,surname,male,Вәлимәрданов,Валимарданов,Valimardanov,Valimardanov,zags_2025,ev_0012809,active,surname,false
ttn_005512,surname,female,Вәлимәрданова,Валимарданова,Valimardanova,Valimardanova,zags_2025,ev_0012810,active,surname,false
ttn_005515,surname,male,Вәлимов,Валимов,Valimov,Valimov,zags_2025,ev_0012811,active,surname,false
ttn_005516,surname,female,Вәлимова,Валимова,Valimova,Valimova,zags_2025,ev_0012812,active,surname,false
ttn_005519,given,male,Вәлимулла,Валимулла,Valimulla,Valimulla,zags_2025,ev_0002170,active,given,false
ttn_005520,surname,male,Вәлимуллин,Валимуллин,Valimullin,Valimullin,zags_2025,ev_0012813,active,surname,false
ttn_005521,surname,female,Вәлимуллина,Валимуллина,Valimullina,Valimullina,zags_2025,ev_0012814,active,surname,false
ttn_005524,given,male,Вәлиморат,Валимурат,Valimorat,Valimurat,zags_2025,ev_0002173,active,given,false
ttn_005525,surname,male,Вәлиморатов,Валимуратов,Valimoratov,Valimuratov,zags_2025,ev_0012815,active,surname,false
ttn_005526,surname,female,Вәлиморатова,Валимуратова,Valimoratova,Valimuratova,zags_2025,ev_0012816,active,surname,false
ttn_005529,given,male,Вәлиморза,Валимурза,Valimorza,Valimurza,zags_2025,ev_0002176,active,given,false
ttn_005530,surname,male,Вәлиморзин,Валимурзин,Valimorzin,Valimurzin,zags_2025,ev_0012817,active,surname,false
ttn_005531,surname,female,Вәлиморзина,Валимурзина,Valimorzina,Valimurzina,zags_2025,ev_0012818,active,surname,false
ttn_005534,given,male,Вәлимөхәммәт,Валимухаммет,Valimoxammat,Valimukhammet,zags_2025,ev_0002179,active,given,false
ttn_005535,surname,male,Вәлимөхәммәтов,Валимухамметов,Valimoxammatov,Valimukhammetov,zags_2025,ev_0012819,active,surname,false
ttn_005536,surname,female,Вәлимөхәммәтова,Валимухамметова,Valimoxammatova,Valimukhammetova,zags_2025,ev_0012820,active,surname,false
ttn_005539,given,male,Вәлинур,Валинур,Valinur,Valinur,zags_2025,ev_0002182,active,given,false
ttn_005540,surname,male,Вәлинуров,Валинуров,Valinurov,Valinurov,zags_2025,ev_0012821,active,surname,false
ttn_005541,surname,female,Вәлинурова,Валинурова,Valinurova,Valinurova,zags_2025,ev_0012822,active,surname,false
ttn_005544,given,male,Вәлирәхим,Валирахим,Valiraxim,Valirakhim,zags_2025,ev_0002185,active,given,false
ttn_005545,surname,male,Вәлирәхимов,Валирахимов,Valiraximov,Valirakhimov,zags_2025,ev_0012823,active,surname,false
ttn_005546,surname,female,Вәлирәхимова,Валирахимова,Valiraximova,Valirakhimova,zags_2025,ev_0012824,active,surname,false
ttn_005549,given,male,Вәлирәхман,Валирахман,Valiraxman,Valirakhman,zags_2025,ev_0002188,active,given,false
