alias_id,name_id,alias,script,language_tag,alias_type,method,confidence,source_id,rule_id
a_0002610,ttn_002211,Аразов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002611,ttn_002212,Arazova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002612,ttn_002212,Аразова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002613,ttn_002216,Arduan,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002614,ttn_002216,Әрдуан,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002615,ttn_002217,Arduanov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002616,ttn_002217,Ардуанов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002617,ttn_002218,Arduanova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002618,ttn_002218,Ардуанова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002619,ttn_002222,Arzu,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002620,ttn_002222,Арзу,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002621,ttn_002223,Arzubaev,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002622,ttn_002223,Арзубаев,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002623,ttn_002224,Arzubaeva,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002624,ttn_002224,Арзубаева,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002625,ttn_002227,Arzubai,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002626,ttn_002227,Arzubay,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002627,ttn_002227,Арзубай,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002628,ttn_002230,Arzubash,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002629,ttn_002230,Арзубаш,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002630,ttn_002233,Arzubashev,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002631,ttn_002233,Арзубашев,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002632,ttn_002234,Arzubasheva,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002633,ttn_002234,Арзубашева,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002634,ttn_002237,Arzubak,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002635,ttn_002237,Arzubek,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002636,ttn_002237,Арзубәк,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002637,ttn_002238,Arzubakov,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002638,ttn_002238,Arzubekov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002639,ttn_002238,Арзубәков,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002640,ttn_002239,Arzubakova,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002641,ttn_002239,Arzubekova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002642,ttn_002239,Арзубәкова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002643,ttn_002242,Arzubika,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002644,ttn_002242,Arzubikia,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002645,ttn_002242,Арзубикә,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002646,ttn_002249,Arzugol,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002647,ttn_002249,Arzugul,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002648,ttn_002249,Арзугөл,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002649,ttn_002251,Arzukhan,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002650,ttn_002251,Arzuxan,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002651,ttn_002251,Арзухан,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002652,ttn_002254,Arzukhanov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002653,ttn_002254,Arzuxanov,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002654,ttn_002254,Арзуханов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002655,ttn_002255,Arzukhanova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002656,ttn_002255,Arzuxanova,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002657,ttn_002255,Арзуханова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002658,ttn_002258,Arif,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002659,ttn_002258,Ариф,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002660,ttn_002261,Arifov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002661,ttn_002261,Арифов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002662,ttn_002262,Arifova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002663,ttn_002262,Арифова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002664,ttn_002265,Arifulla,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002665,ttn_002265,Арифулла,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002666,ttn_002268,Arifullin,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002667,ttn_002268,Арифуллин,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002668,ttn_002269,Arifullina,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002669,ttn_002269,Арифуллина,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002670,ttn_002272,Arman,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002671,ttn_002272,Арман,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002672,ttn_002275,Armanov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002673,ttn_002275,Арманов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002674,ttn_002276,Armanova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002675,ttn_002276,Арманова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002676,ttn_002279,Arsen,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002677,ttn_002279,Арсен,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002678,ttn_002282,Arsenov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002679,ttn_002282,Арсенов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002680,ttn_002283,Arsenova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002681,ttn_002283,Арсенова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002682,ttn_002286,Arslan,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002683,ttn_002290,Arslanbaev,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002684,ttn_002290,Арсланбаев,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002685,ttn_002293,Arslanbai,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002686,ttn_002293,Arslanbay,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002687,ttn_002293,Арсланбай,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002688,ttn_002296,Arslangali,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002689,ttn_002296,Арслангали,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002690,ttn_002299,Arslangaliev,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002691,ttn_002299,Арслангалиев,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002692,ttn_002300,Arslangalieva,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002693,ttn_002300,Арслангалиева,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002694,ttn_002305,Arslanov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002695,ttn_002305,Арсланов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002696,ttn_002306,Arslanova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002697,ttn_002306,Арсланова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002698,ttn_002309,Arslankhan,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002699,ttn_002309,Arslanxan,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002700,ttn_002309,Арсланхан,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002701,ttn_002312,Arslankhanov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002702,ttn_002312,Arslanxanov,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002703,ttn_002312,Арсланханов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002704,ttn_002313,Arslankhanova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002705,ttn_002313,Arslanxanova,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002706,ttn_002313,Арсланханова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002707,ttn_002316,Artur,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002708,ttn_002316,Артур,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002709,ttn_002319,Arturov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002710,ttn_002319,Артуров,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002711,ttn_002320,Arturova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002712,ttn_002320,Артурова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002713,ttn_002323,Artykbika,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002714,ttn_002323,Artykbikia,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002715,ttn_002323,Артыкбикә,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002716,ttn_002325,Aryslangaraev,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002717,ttn_002325,Арыслангәрәев,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002718,ttn_002326,Aryslangaraeva,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002719,ttn_002326,Арыслангәрәева,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002720,ttn_002329,Arslangaray,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002721,ttn_002329,Aryslangarai,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002722,ttn_002329,Арслангәрәй,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002723,ttn_002334,Arslangol,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002724,ttn_002334,Aryslangul,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002725,ttn_002334,Арслангол,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002726,ttn_002335,Aryslangolov,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002727,ttn_002335,Aryslangulov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002728,ttn_002335,Арысланголов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002729,ttn_002336,Aryslangolova,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002730,ttn_002336,Aryslangulova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002731,ttn_002336,Арысланголова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002732,ttn_002343,Asad,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002733,ttn_002343,Әсәд,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002734,ttn_002344,Asadbak,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002735,ttn_002344,Asadbek,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002736,ttn_002344,Әсәдбәк,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002737,ttn_002345,Asadbakov,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002738,ttn_002345,Asadbekov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002739,ttn_002345,Әсәдбәков,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002740,ttn_002346,Asadbakova,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002741,ttn_002346,Asadbekova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002742,ttn_002346,Әсәдбәкова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002743,ttn_002349,Asadov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002744,ttn_002349,Әсәдов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002745,ttn_002350,Asadova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002746,ttn_002350,Әсәдова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002747,ttn_002353,Asadulla,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002748,ttn_002353,Әсәдулла,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002749,ttn_002354,Asadullin,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002750,ttn_002354,Әсәдуллин,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002751,ttn_002355,Asadullina,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002752,ttn_002355,Әсәдуллина,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002753,ttn_002358,Asan,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002754,ttn_002358,Әсән,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002755,ttn_002359,Asanov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002756,ttn_002359,Әсәнов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002757,ttn_002360,Asanova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002758,ttn_002360,Әсәнова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002759,ttn_002363,Asar,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002760,ttn_002363,Әсәр,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002761,ttn_002364,Asarov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002762,ttn_002364,Әсәров,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002763,ttn_002365,Asarova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002764,ttn_002365,Әсәрова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002765,ttn_002368,Asaf,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002766,ttn_002368,Асаф,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002767,ttn_002371,Asafov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002768,ttn_002371,Асафов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002769,ttn_002372,Asafova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002770,ttn_002372,Асафова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002771,ttn_002375,Asakh,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002772,ttn_002375,Asax,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002773,ttn_002375,Әсах,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002774,ttn_002376,Asakhov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002775,ttn_002376,Asaxov,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002776,ttn_002376,Әсахов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002777,ttn_002377,Asakhova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002778,ttn_002377,Asaxova,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002779,ttn_002377,Әсахова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002780,ttn_002380,Asgat,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002781,ttn_002380,Әсгать,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002782,ttn_002381,Asgatov,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002783,ttn_002381,Әсгатов,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002784,ttn_002382,Asgatova,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002785,ttn_002382,Әсгатова,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002786,ttn_002385,Asal,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002787,ttn_002385,Asel,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002788,ttn_002385,Әсәл,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
a_0002789,ttn_002386,Asila,Latn,tt-Latn,transliteration,tt_cyrl_to_tt_latn_rt2013,0.99,rt_law_2013,tt_cyrl_to_tt_latn_rt2013
a_0002790,ttn_002386,Asilia,Latn,ru-Latn,passport_latin,ru_cyrl_to_latn_mvd_doc,0.95,zags_2025,ru_cyrl_to_latn_mvd_doc
a_0002791,ttn_002386,Асилә,Cyrl,ru-Cyrl,common_variant,common_variant,0.85,tatar_unified_bootstrap,
