name_id,entity_type,gender,origin_family,usage_community,canonical_tt_cyrl,canonical_ru_cyrl,canonical_tt_latn,canonical_ru_latn,primary_form_global,primary_form_tt,primary_form_ru,source_id,source_row,status,notes
ttn_000041,given,male,unknown,tatar_registry,Абак,Абак,Abak,Abak,Абак,Абак,Абак,zags_2025,ev_0000001,active,given
ttn_000044,surname,male,unknown,tatar_registry,Абаков,Абаков,Abakov,Abakov,Абаков,Абаков,Абаков,zags_2025,ev_0011367,active,surname
ttn_000045,surname,female,unknown,tatar_registry,Абакова,Абакова,Abakova,Abakova,Абакова,Абакова,Абакова,zags_2025,ev_0011368,active,surname
ttn_000048,given,male,unknown,tatar_registry,Аббас,Аббас,Abbas,Abbas,Аббас,Аббас,Аббас,zags_2025,ev_0000004,active,given
ttn_000051,surname,male,unknown,tatar_registry,Аббасов,Аббасов,Abbasov,Abbasov,Аббасов,Аббасов,Аббасов,zags_2025,ev_0011369,active,surname
ttn_000052,surname,female,unknown,tatar_registry,Аббасова,Аббасова,Abbasova,Abbasova,Аббасова,Аббасова,Аббасова,zags_2025,ev_0011370,active,surname
ttn_000057,given,male,unknown,tatar_registry,Әбделфәрит,Абдельфарит,Abdelfarit,Abdelfarit,Абдельфарит,Әбделфәрит,Абдельфарит,zags_2025,ev_0000007,active,given
ttn_000058,surname,male,unknown,tatar_registry,Әбделфәритов,Абдельфаритов,Abdelfaritov,Abdelfaritov,Абдельфаритов,Әбделфәритов,Абдельфаритов,zags_2025,ev_0011371,active,surname
ttn_000059,surname,female,unknown,tatar_registry,Әбделфәритова,Абдельфаритова,Abdelfaritova,Abdelfaritova,Абдельфаритова,Әбделфәритова,Абдельфаритова,zags_2025,ev_0011372,active,surname
ttn_000062,surname,male,unknown,tatar_registry,Әбделхәев,Абдельхаев,Abdelxaev,Abdelkhaev,Абдельхаев,Әбделхәев,Абдельхаев,zags_2025,ev_0011373,active,surname
ttn_000063,surname,female,unknown,tatar_registry,Әбделхәева,Абдельхаева,Abdelxaeva,Abdelkhaeva,Абдельхаева,Әбделхәева,Абдельхаева,zags_2025,ev_0011374,active,surname
ttn_000066,given,male,unknown,tatar_registry,Әбделхәй,Абдельхай,Abdelxay,Abdelkhai,Абдельхай,Әбделхәй,Абдельхай,zags_2025,ev_0000010,active,given
ttn_000067,given,male,unknown,tatar_registry,Әбделхәмит,Абдельхамит,Abdelxamit,Abdelkhamit,Абдельхамит,Әбделхәмит,Абдельхамит,zags_2025,ev_0000013,active,given
ttn_000068,surname,male,unknown,tatar_registry,Әбделхәмитов,Абдельхамитов,Abdelxamitov,Abdelkhamitov,Абдельхамитов,Әбделхәмитов,Абдельхамитов,zags_2025,ev_0011375,active,surname
ttn_000069,surname,female,unknown,tatar_registry,Әбделхәмитова,Абдельхамитова,Abdelxamitova,Abdelkhamitova,Абдельхамитова,Әбделхәмитова,Абдельхамитова,zags_2025,ev_0011376,active,surname
ttn_000073,surname,male,unknown,tatar_registry,Әбҗәлилев,Абджалилев,Abcalilev,Abdzhalilev,Абджалилев,Әбҗәлилев,Абджалилев,zags_2025,ev_0011377,active,surname
ttn_000074,surname,female,unknown,tatar_registry,Әбҗәлилева,Абджалилева,Abcalileva,Abdzhalileva,Абджалилева,Әбҗәлилева,Абджалилева,zags_2025,ev_0011378,active,surname
ttn_000077,given,male,unknown,tatar_registry,Әбҗәлил,Абджалиль,Abcalil,Abdzhalil,Абджалиль,Әбҗәлил,Абджалиль,zags_2025,ev_0000016,active,given
ttn_000078,given,male,unknown,tatar_registry,Әбдрәзәк,Абдразак,Abdrazak,Abdrazak,Абдразак,Әбдрәзәк,Абдразак,zags_2025,ev_0000019,active,given
ttn_000079,surname,male,unknown,tatar_registry,Әбдрәзәков,Абдразаков,Abdrazakov,Abdrazakov,Абдразаков,Әбдрәзәков,Абдразаков,zags_2025,ev_0011379,active,surname
ttn_000080,surname,female,unknown,tatar_registry,Әбдрәзәкова,Абдразакова,Abdrazakova,Abdrazakova,Абдразакова,Әбдрәзәкова,Абдразакова,zags_2025,ev_0011380,active,surname
ttn_000083,given,male,unknown,tatar_registry,Әбдрәхим,Абдрахим,Abdraxim,Abdrakhim,Абдрахим,Әбдрәхим,Абдрахим,zags_2025,ev_0000022,active,given
ttn_000084,surname,male,unknown,tatar_registry,Әбдрәхимов,Абдрахимов,Abdraximov,Abdrakhimov,Абдрахимов,Әбдрәхимов,Абдрахимов,zags_2025,ev_0011381,active,surname
ttn_000085,surname,female,unknown,tatar_registry,Әбдрәхимова,Абдрахимова,Abdraximova,Abdrakhimova,Абдрахимова,Әбдрәхимова,Абдрахимова,zags_2025,ev_0011382,active,surname
ttn_000088,given,male,unknown,tatar_registry,Абдрахман,Абдрахман,Abdraxman,Abdrakhman,Абдрахман,Абдрахман,Абдрахман,zags_2025,ev_0000025,active,given
ttn_000091,surname,male,unknown,tatar_registry,Абдрахманов,Абдрахманов,Abdraxmanov,Abdrakhmanov,Абдрахманов,Абдрахманов,Абдрахманов,zags_2025,ev_0011383,active,surname
ttn_000092,surname,female,unknown,tatar_registry,Абдрахманова,Абдрахманова,Abdraxmanova,Abdrakhmanova,Абдрахманова,Абдрахманова,Абдрахманова,zags_2025,ev_0011384,active,surname
ttn_000095,given,male,unknown,tatar_registry,Әбдрәшит,Абдрашит,Abdrashit,Abdrashit,Абдрашит,Әбдрәшит,Абдрашит,zags_2025,ev_0000028,active,given
ttn_000096,surname,male,unknown,tatar_registry,Әбдрәшитов,Абдрашитов,Abdrashitov,Abdrashitov,Абдрашитов,Әбдрәшитов,Абдрашитов,zags_2025,ev_0011385,active,surname
ttn_000097,surname,female,unknown,tatar_registry,Әбдрәшитова,Абдрашитова,Abdrashitova,Abdrashitova,Абдрашитова,Әбдрәшитова,Абдрашитова,zags_2025,ev_0011386,active,surname
ttn_000101,given,male,unknown,tatar_registry,Абдулла,Абдулла,Abdulla,Abdulla,Абдулла,Абдулла,Абдулла,zags_2025,ev_0000031,active,given
ttn_000104,surname,male,unknown,tatar_registry,Абдуллин,Абдуллин,Abdullin,Abdullin,Абдуллин,Абдуллин,Абдуллин,zags_2025,ev_0011387,active,surname
ttn_000105,surname,female,unknown,tatar_registry,Абдуллина,Абдуллина,Abdullina,Abdullina,Абдуллина,Абдуллина,Абдуллина,zags_2025,ev_0011388,active,surname
ttn_000112,given,male,unknown,tatar_registry,Әбелгазый,Абельгази,Abelgazyy,Abelgazi,Абельгази,Әбелгазый,Абельгази,zags_2025,ev_0000034,active,given
ttn_000113,surname,male,unknown,tatar_registry,Әбелгазыев,Абельгазиев,Abelgazyev,Abelgaziev,Абельгазиев,Әбелгазыев,Абельгазиев,zags_2025,ev_0011389,active,surname
ttn_000114,surname,female,unknown,tatar_registry,Әбелгазыева,Абельгазиева,Abelgazyeva,Abelgazieva,Абельгазиева,Әбелгазыева,Абельгазиева,zags_2025,ev_0011390,active,surname
ttn_000117,given,male,unknown,tatar_registry,Әбелгазиз,Абельгазиз,Abelgaziz,Abelgaziz,Абельгазиз,Әбелгазиз,Абельгазиз,zags_2025,ev_0000037,active,given
ttn_000118,surname,male,unknown,tatar_registry,Әбелгазизов,Абельгазизов,Abelgazizov,Abelgazizov,Абельгазизов,Әбелгазизов,Абельгазизов,zags_2025,ev_0011391,active,surname
ttn_000119,surname,female,unknown,tatar_registry,Әбелгазизова,Абельгазизова,Abelgazizova,Abelgazizova,Абельгазизова,Әбелгазизова,Абельгазизова,zags_2025,ev_0011392,active,surname
ttn_000122,given,male,unknown,tatar_registry,Әбелгалим,Абельгалим,Abelgalim,Abelgalim,Абельгалим,Әбелгалим,Абельгалим,zags_2025,ev_0000040,active,given
ttn_000123,surname,male,unknown,tatar_registry,Әбелгалимов,Абельгалимов,Abelgalimov,Abelgalimov,Абельгалимов,Әбелгалимов,Абельгалимов,zags_2025,ev_0011393,active,surname
ttn_000124,surname,female,unknown,tatar_registry,Әбелгалимова,Абельгалимова,Abelgalimova,Abelgalimova,Абельгалимова,Әбелгалимова,Абельгалимова,zags_2025,ev_0011394,active,surname
ttn_000127,surname,male,unknown,tatar_registry,Әбелгәрәев,Абельгараев,Abelgaraev,Abelgaraev,Абельгараев,Әбелгәрәев,Абельгараев,zags_2025,ev_0011395,active,surname
ttn_000128,surname,female,unknown,tatar_registry,Әбелгәрәева,Абельгараева,Abelgaraeva,Abelgaraeva,Абельгараева,Әбелгәрәева,Абельгараева,zags_2025,ev_0011396,active,surname
ttn_000131,given,male,unknown,tatar_registry,Әбелгәрәй,Абельгарай,Abelgaray,Abelgarai,Абельгарай,Әбелгәрәй,Абельгарай,zags_2025,ev_0000043,active,given
ttn_000132,given,male,unknown,tatar_registry,Әбелгасыйм,Абельгасим,Abelgasyym,Abelgasim,Абельгасим,Әбелгасыйм,Абельгасим,zags_2025,ev_0000046,active,given
ttn_000133,surname,male,unknown,tatar_registry,Әбелгасыймов,Абельгасимов,Abelgasyymov,Abelgasimov,Абельгасимов,Әбелгасыймов,Абельгасимов,zags_2025,ev_0011397,active,surname
ttn_000134,surname,female,unknown,tatar_registry,Әбелгасыймова,Абельгасимова,Abelgasyymova,Abelgasimova,Абельгасимова,Әбелгасыймова,Абельгасимова,zags_2025,ev_0011398,active,surname
ttn_000137,given,male,unknown,tatar_registry,Әбелгата,Абельгата,Abelgata,Abelgata,Абельгата,Әбелгата,Абельгата,zags_2025,ev_0000049,active,given
ttn_000138,surname,male,unknown,tatar_registry,Әбелгатин,Абельгатин,Abelgatin,Abelgatin,Абельгатин,Әбелгатин,Абельгатин,zags_2025,ev_0011399,active,surname
ttn_000139,surname,female,unknown,tatar_registry,Әбелгатина,Абельгатина,Abelgatina,Abelgatina,Абельгатина,Әбелгатина,Абельгатина,zags_2025,ev_0011400,active,surname
ttn_000142,given,male,unknown,tatar_registry,Әбелгаффар,Абельгаффар,Abelgaffar,Abelgaffar,Абельгаффар,Әбелгаффар,Абельгаффар,zags_2025,ev_0000052,active,given
ttn_000143,surname,male,unknown,tatar_registry,Әбелгаффаров,Абельгаффаров,Abelgaffarov,Abelgaffarov,Абельгаффаров,Әбелгаффаров,Абельгаффаров,zags_2025,ev_0011401,active,surname
ttn_000144,surname,female,unknown,tatar_registry,Әбелгаффарова,Абельгаффарова,Abelgaffarova,Abelgaffarova,Абельгаффарова,Әбелгаффарова,Абельгаффарова,zags_2025,ev_0011402,active,surname
ttn_000147,given,male,unknown,tatar_registry,Әбелгаяз,Абельгаяз,Abelgayaz,Abelgaiaz,Абельгаяз,Әбелгаяз,Абельгаяз,zags_2025,ev_0000055,active,given
ttn_000148,surname,male,unknown,tatar_registry,Әбелгаязов,Абельгаязов,Abelgayazov,Abelgaiazov,Абельгаязов,Әбелгаязов,Абельгаязов,zags_2025,ev_0011403,active,surname
ttn_000149,surname,female,unknown,tatar_registry,Әбелгаязова,Абельгаязова,Abelgayazova,Abelgaiazova,Абельгаязова,Әбелгаязова,Абельгаязова,zags_2025,ev_0011404,active,surname
ttn_000152,given,male,unknown,tatar_registry,Әбелгаян,Абельгаян,Abelgayan,Abelgaian,Абельгаян,Әбелгаян,Абельгаян,zags_2025,ev_0000058,active,given
ttn_000153,surname,male,unknown,tatar_registry,Әбелгаянов,Абельгаянов,Abelgayanov,Abelgaianov,Абельгаянов,Әбелгаянов,Абельгаянов,zags_2025,ev_0011405,active,surname
ttn_000154,surname,female,unknown,tatar_registry,Әбелгаянова,Абельгаянова,Abelgayanova,Abelgaianova,Абельгаянова,Әбелгаянова,Абельгаянова,zags_2025,ev_0011406,active,surname
ttn_000157,given,male,unknown,tatar_registry,Әбелкәбир,Абелькабир,Abelkabir,Abelkabir,Абелькабир,Әбелкәбир,Абелькабир,zags_2025,ev_0000061,active,given
ttn_000158,surname,male,unknown,tatar_registry,Әбелкәбиров,Абелькабиров,Abelkabirov,Abelkabirov,Абелькабиров,Әбелкәбиров,Абелькабиров,zags_2025,ev_0011407,active,surname
ttn_000159,surname,female,unknown,tatar_registry,Әбелкәбирова,Абелькабирова,Abelkabirova,Abelkabirova,Абелькабирова,Әбелкәбирова,Абелькабирова,zags_2025,ev_0011408,active,surname
ttn_000162,given,male,unknown,tatar_registry,Әбелкадыйр,Абелькадыр,Abelkadyyr,Abelkadyr,Абелькадыр,Әбелкадыйр,Абелькадыр,zags_2025,ev_0000064,active,given
ttn_000163,surname,male,unknown,tatar_registry,Әбелкадыйров,Абелькадыров,Abelkadyyrov,Abelkadyrov,Абелькадыров,Әбелкадыйров,Абелькадыров,zags_2025,ev_0011409,active,surname
ttn_000164,surname,female,unknown,tatar_registry,Әбелкадыйрова,Абелькадырова,Abelkadyyrova,Abelkadyrova,Абелькадырова,Әбелкадыйрова,Абелькадырова,zags_2025,ev_0011410,active,surname
ttn_000167,given,male,unknown,tatar_registry,Әбелкәрам,Абелькарам,Abelkaram,Abelkaram,Абелькарам,Әбелкәрам,Абелькарам,zags_2025,ev_0000067,active,given
ttn_000168,surname,male,unknown,tatar_registry,Әбелкәрамов,Абелькарамов,Abelkaramov,Abelkaramov,Абелькарамов,Әбелкәрамов,Абелькарамов,zags_2025,ev_0011411,active,surname
ttn_000169,surname,female,unknown,tatar_registry,Әбелкәрамова,Абелькарамова,Abelkaramova,Abelkaramova,Абелькарамова,Әбелкәрамова,Абелькарамова,zags_2025,ev_0011412,active,surname
ttn_000172,given,male,unknown,tatar_registry,Әбелкәрим,Абелькарим,Abelkarim,Abelkarim,Абелькарим,Әбелкәрим,Абелькарим,zags_2025,ev_0000070,active,given
ttn_000173,surname,male,unknown,tatar_registry,Әбелкәримов,Абелькаримов,Abelkarimov,Abelkarimov,Абелькаримов,Әбелкәримов,Абелькаримов,zags_2025,ev_0011413,active,surname
ttn_000174,surname,female,unknown,tatar_registry,Әбелкәримова,Абелькаримова,Abelkarimova,Abelkarimova,Абелькаримова,Әбелкәримова,Абелькаримова,zags_2025,ev_0011414,active,surname
ttn_000177,given,male,unknown,tatar_registry,Әбелкасыйм,Абелькасим,Abelkasyym,Abelkasim,Абелькасим,Әбелкасыйм,Абелькасим,zags_2025,ev_0000073,active,given
ttn_000178,surname,male,unknown,tatar_registry,Әбелкасыймов,Абелькасимов,Abelkasyymov,Abelkasimov,Абелькасимов,Әбелкасыймов,Абелькасимов,zags_2025,ev_0011415,active,surname
ttn_000179,surname,female,unknown,tatar_registry,Әбелкасыймова,Абелькасимова,Abelkasyymova,Abelkasimova,Абелькасимова,Әбелкасыймова,Абелькасимова,zags_2025,ev_0011416,active,surname
ttn_000182,given,male,unknown,tatar_registry,Әбелкаюм,Абелькаюм,Abelkayum,Abelkaium,Абелькаюм,Әбелкаюм,Абелькаюм,zags_2025,ev_0000076,active,given
ttn_000183,surname,male,unknown,tatar_registry,Әбелкаюмов,Абелькаюмов,Abelkayumov,Abelkaiumov,Абелькаюмов,Әбелкаюмов,Абелькаюмов,zags_2025,ev_0011417,active,surname
ttn_000184,surname,female,unknown,tatar_registry,Әбелкаюмова,Абелькаюмова,Abelkayumova,Abelkaiumova,Абелькаюмова,Әбелкаюмова,Абелькаюмова,zags_2025,ev_0011418,active,surname
ttn_000187,given,male,unknown,tatar_registry,Әбелмәних,Абельманих,Abelmanix,Abelmanikh,Абельманих,Әбелмәних,Абельманих,zags_2025,ev_0000079,active,given
ttn_000188,surname,male,unknown,tatar_registry,Әбелмәнихов,Абельманихов,Abelmanixov,Abelmanikhov,Абельманихов,Әбелмәнихов,Абельманихов,zags_2025,ev_0011419,active,surname
ttn_000189,surname,female,unknown,tatar_registry,Әбелмәнихова,Абельманихова,Abelmanixova,Abelmanikhova,Абельманихова,Әбелмәнихова,Абельманихова,zags_2025,ev_0011420,active,surname
ttn_000192,given,male,unknown,tatar_registry,Әбелмоталлап,Абельмуталлап,Abelmotallap,Abelmutallap,Абельмуталлап,Әбелмоталлап,Абельмуталлап,zags_2025,ev_0000082,active,given
ttn_000193,surname,male,unknown,tatar_registry,Әбелмоталлапов,Абельмуталлапов,Abelmotallapov,Abelmutallapov,Абельмуталлапов,Әбелмоталлапов,Абельмуталлапов,zags_2025,ev_0011421,active,surname
ttn_000194,surname,female,unknown,tatar_registry,Әбелмоталлапова,Абельмуталлапова,Abelmotallapova,Abelmutallapova,Абельмуталлапова,Әбелмоталлапова,Абельмуталлапова,zags_2025,ev_0011422,active,surname
ttn_000197,given,male,unknown,tatar_registry,Әбелфәез,Абельфаиз,Abelfaez,Abelfaiz,Абельфаиз,Әбелфәез,Абельфаиз,zags_2025,ev_0000085,active,given
ttn_000198,surname,male,unknown,tatar_registry,Әбелфәезов,Абельфаизов,Abelfaezov,Abelfaizov,Абельфаизов,Әбелфәезов,Абельфаизов,zags_2025,ev_0011423,active,surname
ttn_000199,surname,female,unknown,tatar_registry,Әбелфәезова,Абельфаизова,Abelfaezova,Abelfaizova,Абельфаизова,Әбелфәезова,Абельфаизова,zags_2025,ev_0011424,active,surname
ttn_000202,given,male,unknown,tatar_registry,Әбелхәер,Абельхаир,Abelxaer,Abelkhair,Абельхаир,Әбелхәер,Абельхаир,zags_2025,ev_0000088,active,given
ttn_000203,surname,male,unknown,tatar_registry,Әбелхәеров,Абельхаиров,Abelxaerov,Abelkhairov,Абельхаиров,Әбелхәеров,Абельхаиров,zags_2025,ev_0011425,active,surname
ttn_000204,surname,female,unknown,tatar_registry,Әбелхәерова,Абельхаирова,Abelxaerova,Abelkhairova,Абельхаирова,Әбелхәерова,Абельхаирова,zags_2025,ev_0011426,active,surname
ttn_000207,given,male,unknown,tatar_registry,Әбелхәким,Абельхаким,Abelxakim,Abelkhakim,Абельхаким,Әбелхәким,Абельхаким,zags_2025,ev_0000091,active,given
ttn_000208,surname,male,unknown,tatar_registry,Әбелхәкимов,Абельхакимов,Abelxakimov,Abelkhakimov,Абельхакимов,Әбелхәкимов,Абельхакимов,zags_2025,ev_0011427,active,surname
ttn_000209,surname,female,unknown,tatar_registry,Әбелхәкимова,Абельхакимова,Abelxakimova,Abelkhakimova,Абельхакимова,Әбелхәкимова,Абельхакимова,zags_2025,ev_0011428,active,surname
ttn_000212,surname,male,unknown,tatar_registry,Әбелхәлилев,Абельхалилев,Abelxalilev,Abelkhalilev,Абельхалилев,Әбелхәлилев,Абельхалилев,zags_2025,ev_0011429,active,surname
ttn_000213,surname,female,unknown,tatar_registry,Әбелхәлилева,Абельхалилева,Abelxalileva,Abelkhalileva,Абельхалилева,Әбелхәлилева,Абельхалилева,zags_2025,ev_0011430,active,surname
ttn_000216,given,male,unknown,tatar_registry,Әбелхәлил,Абельхалиль,Abelxalil,Abelkhalil,Абельхалиль,Әбелхәлил,Абельхалиль,zags_2025,ev_0000094,active,given
ttn_000217,given,male,unknown,tatar_registry,Әбелхан,Абельхан,Abelxan,Abelkhan,Абельхан,Әбелхан,Абельхан,zags_2025,ev_0000097,active,given
ttn_000218,given,male,unknown,tatar_registry,Әбелхәниф,Абельханиф,Abelxanif,Abelkhanif,Абельханиф,Әбелхәниф,Абельханиф,zags_2025,ev_0000100,active,given
ttn_000219,surname,male,unknown,tatar_registry,Әбелхәнифов,Абельханифов,Abelxanifov,Abelkhanifov,Абельханифов,Әбелхәнифов,Абельханифов,zags_2025,ev_0011431,active,surname
ttn_000220,surname,female,unknown,tatar_registry,Әбелхәнифова,Абельханифова,Abelxanifova,Abelkhanifova,Абельханифова,Әбелхәнифова,Абельханифова,zags_2025,ev_0011432,active,surname
ttn_000223,surname,male,unknown,tatar_registry,Әбелханов,Абельханов,Abelxanov,Abelkhanov,Абельханов,Әбелханов,Абельханов,zags_2025,ev_0011433,active,surname
ttn_000224,surname,female,unknown,tatar_registry,Әбелханова,Абельханова,Abelxanova,Abelkhanova,Абельханова,Әбелханова,Абельханова,zags_2025,ev_0011434,active,surname
ttn_000227,given,male,unknown,tatar_registry,Әбелхарис,Абельхарис,Abelxaris,Abelkharis,Абельхарис,Әбелхарис,Абельхарис,zags_2025,ev_0000103,active,given
ttn_000228,surname,male,unknown,tatar_registry,Әбелхарисов,Абельхарисов,Abelxarisov,Abelkharisov,Абельхарисов,Әбелхарисов,Абельхарисов,zags_2025,ev_0011435,active,surname
ttn_000229,surname,female,unknown,tatar_registry,Әбелхарисова,Абельхарисова,Abelxarisova,Abelkharisova,Абельхарисова,Әбелхарисова,Абельхарисова,zags_2025,ev_0011436,active,surname
ttn_000232,given,male,unknown,tatar_registry,Әбелхәсән,Абельхасан,Abelxasan,Abelkhasan,Абельхасан,Әбелхәсән,Абельхасан,zags_2025,ev_0000106,active,given
ttn_000233,surname,male,unknown,tatar_registry,Әбелхәсәнов,Абельхасанов,Abelxasanov,Abelkhasanov,Абельхасанов,Әбелхәсәнов,Абельхасанов,zags_2025,ev_0011437,active,surname
ttn_000234,surname,female,unknown,tatar_registry,Әбелхәсәнова,Абельхасанова,Abelxasanova,Abelkhasanova,Абельхасанова,Әбелхәсәнова,Абельхасанова,zags_2025,ev_0011438,active,surname
ttn_000237,given,male,unknown,tatar_registry,Әбессәлам,Абессалям,Abessalam,Abessaliam,Абессалям,Әбессәлам,Абессалям,zags_2025,ev_0000109,active,given
ttn_000238,surname,male,unknown,tatar_registry,Әбессәламов,Абессалямов,Abessalamov,Abessaliamov,Абессалямов,Әбессәламов,Абессалямов,zags_2025,ev_0011439,active,surname
ttn_000239,surname,female,unknown,tatar_registry,Әбессәламова,Абессалямова,Abessalamova,Abessaliamova,Абессалямова,Әбессәламова,Абессалямова,zags_2025,ev_0011440,active,surname
ttn_000244,given,male,unknown,tatar_registry,Әбләз,Абляз,Ablaz,Abliaz,Абляз,Әбләз,Абляз,zags_2025,ev_0000112,active,given
ttn_000245,surname,male,unknown,tatar_registry,Әбләзов,Аблязов,Ablazov,Abliazov,Аблязов,Әбләзов,Аблязов,zags_2025,ev_0011441,active,surname
ttn_000246,surname,female,unknown,tatar_registry,Әбләзова,Аблязова,Ablazova,Abliazova,Аблязова,Әбләзова,Аблязова,zags_2025,ev_0011442,active,surname
ttn_000249,given,male,unknown,tatar_registry,Әбрар,Абрар,Abrar,Abrar,Абрар,Әбрар,Абрар,zags_2025,ev_0000115,active,given
ttn_000250,given,male,unknown,tatar_registry,Әбраретдин,Абраретдин,Abraretdin,Abraretdin,Абраретдин,Әбраретдин,Абраретдин,zags_2025,ev_0000118,active,given
ttn_000251,surname,male,unknown,tatar_registry,Әбраретдинов,Абраретдинов,Abraretdinov,Abraretdinov,Абраретдинов,Әбраретдинов,Абраретдинов,zags_2025,ev_0011443,active,surname
ttn_000252,surname,female,unknown,tatar_registry,Әбраретдинова,Абраретдинова,Abraretdinova,Abraretdinova,Абраретдинова,Әбраретдинова,Абраретдинова,zags_2025,ev_0011444,active,surname
ttn_000255,surname,male,unknown,tatar_registry,Әбраров,Абраров,Abrarov,Abrarov,Абраров,Әбраров,Абраров,zags_2025,ev_0011445,active,surname
ttn_000256,surname,female,unknown,tatar_registry,Әбрарова,Абрарова,Abrarova,Abrarova,Абрарова,Әбрарова,Абрарова,zags_2025,ev_0011446,active,surname
ttn_000260,given,female,unknown,tatar_registry,Абруй,Абруй,Abruy,Abrui,Абруй,Абруй,Абруй,zags_2025,ev_0009382,active,given
ttn_000264,given,male,unknown,tatar_registry,Әбүбәкер,Абубакер,Abubaker,Abubaker,Абубакер,Әбүбәкер,Абубакер,zags_2025,ev_0000121,active,given
ttn_000265,surname,male,unknown,tatar_registry,Әбүбәкеров,Абубакеров,Abubakerov,Abubakerov,Абубакеров,Әбүбәкеров,Абубакеров,zags_2025,ev_0011447,active,surname
ttn_000266,surname,female,unknown,tatar_registry,Әбүбәкерова,Абубакерова,Abubakerova,Abubakerova,Абубакерова,Әбүбәкерова,Абубакерова,zags_2025,ev_0011448,active,surname
ttn_000269,given,male,unknown,tatar_registry,Әбугали,Абугали,Abugali,Abugali,Абугали,Әбугали,Абугали,zags_2025,ev_0000124,active,given
ttn_000270,surname,male,unknown,tatar_registry,Әбугалиев,Абугалиев,Abugaliev,Abugaliev,Абугалиев,Әбугалиев,Абугалиев,zags_2025,ev_0011449,active,surname
ttn_000271,surname,female,unknown,tatar_registry,Әбугалиева,Абугалиева,Abugalieva,Abugalieva,Абугалиева,Әбугалиева,Абугалиева,zags_2025,ev_0011450,active,surname
ttn_000274,given,male,unknown,tatar_registry,Әбугалим,Абугалим,Abugalim,Abugalim,Абугалим,Әбугалим,Абугалим,zags_2025,ev_0000127,active,given
ttn_000275,surname,male,unknown,tatar_registry,Әбугалимов,Абугалимов,Abugalimov,Abugalimov,Абугалимов,Әбугалимов,Абугалимов,zags_2025,ev_0011451,active,surname
ttn_000276,surname,female,unknown,tatar_registry,Әбугалимова,Абугалимова,Abugalimova,Abugalimova,Абугалимова,Әбугалимова,Абугалимова,zags_2025,ev_0011452,active,surname
ttn_000279,given,male,unknown,tatar_registry,Әбүзәр,Абузар,Abuzar,Abuzar,Абузар,Әбүзәр,Абузар,zags_2025,ev_0000130,active,given
ttn_000280,surname,male,unknown,tatar_registry,Әбүзәров,Абузаров,Abuzarov,Abuzarov,Абузаров,Әбүзәров,Абузаров,zags_2025,ev_0011453,active,surname
ttn_000281,surname,female,unknown,tatar_registry,Әбүзәрова,Абузарова,Abuzarova,Abuzarova,Абузарова,Әбүзәрова,Абузарова,zags_2025,ev_0011454,active,surname
ttn_000284,given,male,unknown,tatar_registry,Әбүкәлим,Абукалим,Abukalim,Abukalim,Абукалим,Әбүкәлим,Абукалим,zags_2025,ev_0000133,active,given
ttn_000285,surname,male,unknown,tatar_registry,Әбүкәлимов,Абукалимов,Abukalimov,Abukalimov,Абукалимов,Әбүкәлимов,Абукалимов,zags_2025,ev_0011455,active,surname
ttn_000286,surname,female,unknown,tatar_registry,Әбүкәлимова,Абукалимова,Abukalimova,Abukalimova,Абукалимова,Әбүкәлимова,Абукалимова,zags_2025,ev_0011456,active,surname
ttn_000289,given,male,unknown,tatar_registry,Әбүкәрим,Абукарим,Abukarim,Abukarim,Абукарим,Әбүкәрим,Абукарим,zags_2025,ev_0000136,active,given
ttn_000290,surname,male,unknown,tatar_registry,Әбүкәримов,Абукаримов,Abukarimov,Abukarimov,Абукаримов,Әбүкәримов,Абукаримов,zags_2025,ev_0011457,active,surname
ttn_000291,surname,female,unknown,tatar_registry,Әбүкәримова,Абукаримова,Abukarimova,Abukarimova,Абукаримова,Әбүкәримова,Абукаримова,zags_2025,ev_0011458,active,surname
ttn_000294,given,male,unknown,tatar_registry,Әбүлмәмбәт,Абульмамбет,Abulmambat,Abulmambet,Абульмамбет,Әбүлмәмбәт,Абульмамбет,zags_2025,ev_0000139,active,given
ttn_000295,surname,male,unknown,tatar_registry,Әбүлмәмбәтов,Абульмамбетов,Abulmambatov,Abulmambetov,Абульмамбетов,Әбүлмәмбәтов,Абульмамбетов,zags_2025,ev_0011459,active,surname
ttn_000296,surname,female,unknown,tatar_registry,Әбүлмәмбәтова,Абульмамбетова,Abulmambatova,Abulmambetova,Абульмамбетова,Әбүлмәмбәтова,Абульмамбетова,zags_2025,ev_0011460,active,surname
ttn_000299,given,male,unknown,tatar_registry,Әбүлхан,Абульхан,Abulxan,Abulkhan,Абульхан,Әбүлхан,Абульхан,zags_2025,ev_0000142,active,given
ttn_000300,surname,male,unknown,tatar_registry,Әбүлханов,Абульханов,Abulxanov,Abulkhanov,Абульханов,Әбүлханов,Абульханов,zags_2025,ev_0011461,active,surname
ttn_000301,surname,female,unknown,tatar_registry,Әбүлханова,Абульханова,Abulxanova,Abulkhanova,Абульханова,Әбүлханова,Абульханова,zags_2025,ev_0011462,active,surname
ttn_000304,given,male,unknown,tatar_registry,Әбүнәгыйм,Абунагим,Abunagyym,Abunagim,Абунагим,Әбүнәгыйм,Абунагим,zags_2025,ev_0000145,active,given
